Base Word,Guideword,Level,Part of Speech,Topic
nutritious,,C1,adjective,"body and health, food and drink"
obese,,C1,adjective,"body and health, people: appearance"
obesity,,C1,noun,body and health
objectively,,C1,adverb,
obligatory,REQUIRED,C1,adjective,
oblige,,C1,verb,
observation,REMARK,C1,noun,
observe,NOTICE,C1,verb,people: actions
obsolete,,C1,adjective,
obstacle,DIFFICULTY,C1,noun,
obstacle,THING,C1,noun,
occasional,,C1,adjective,
occupation,HOBBY,C1,noun,
occupy,CONTROL,C1,verb,people: actions
occurrence,EVENT,C1,noun,
occurrence,EXISTENCE,C1,noun,
odds,PROBABILITY,C1,noun,
of,RELATING TO,C1,preposition,
of,BEFORE,C1,preposition,
off,DISTANCE/TIME,C1,adverb,
offer,AGREE TO PAY,C1,verb,"shopping, work"
office,JOB,C1,noun,
officially,,C1,adverb,
of little/no consequence,,C1,phrase,
of little/no consequence,,C1,phrase,
omit,,C1,verb,people: actions
one,ANY PERSON,C1,pronoun,
oneself,,C1,pronoun,
on hold,,C1,phrase,communication
on hold,,C1,phrase,
on hold,,C1,phrase,
on hold,,C1,phrase,communication
on loan,,C1,phrase,
on loan,,C1,phrase,
on location,,C1,phrase,
on location,,C1,phrase,
on short notice,,C1,phrase,
on short notice,,C1,phrase,
on show,,C1,phrase,
on show,,C1,phrase,
on site,,C1,phrase,
on site,,C1,phrase,
on the air,,C1,phrase,arts and media
on the air,,C1,phrase,arts and media
on the basis of sth,,C1,phrase,
on the basis of sth,,C1,phrase,
on the grounds of/that,,C1,phrase,
on the grounds of/that,,C1,phrase,
on the horizon,,C1,phrase,
on the horizon,,C1,phrase,
on the increase,,C1,phrase,
on the increase,,C1,phrase,
on the job,IDIOM,C1,phrase,
on the job,IDIOM,C1,phrase,
on the road,,C1,phrase,travel
on the road,,C1,phrase,travel
on the side,,C1,phrase,
on the side,,C1,phrase,
on track,IDIOM,C1,phrase,
on track,IDIOM,C1,phrase,
opening,,C1,adjective,
openly,,C1,adverb,people: personality
open-minded,,C1,adjective,people: personality
"open to discussion/suggestions, etc.",,C1,phrase,
operation,PLANNED ACTIVITY,C1,noun,
operation,ORGANIZATION,C1,noun,work
operation,WORK,C1,noun,
opposition,DISAGREEMENT,C1,noun,"communication, people: personality"
opt,,C1,verb,people: actions
optimist,,C1,noun,people: personality
organ,BODY,C1,noun,body and health
organization,ARRANGEMENT,C1,noun,
orientation,POSITION,C1,noun,
origin,"COUNTRY/RACE, ETC.",C1,noun,
or other,,C1,phrase,
or other,,C1,phrase,
other than,,C1,phrase,
other than that,,C1,phrase,
otherwise,DIFFERENTLY,C1,adverb,
ounce,MEASUREMENT,C1,noun,
outcome,,C1,noun,
outgoing,FRIENDLY,C1,adjective,people: personality
outlet,CHEAP STORE,C1,noun,
outlet,ELECTRICAL CONNECTION,C1,noun,
outlook,FUTURE,C1,noun,
outnumber,,C1,verb,
out of season,,C1,phrase,food and drink
out of season,,C1,phrase,food and drink
out of the blue,IDIOM,C1,phrase,
out of the blue,IDIOM,C1,phrase,
out of tune,,C1,phrase,
out of tune,,C1,phrase,
outrage,,C1,verb,
outside,DIFFERENT ORGANIZATION,C1,adjective,
outweigh,,C1,verb,
overcrowded,,C1,adjective,
overdo,,C1,verb,
overdrawn,,C1,adjective,money
overestimate,,C1,verb,
overload,TOO FULL,C1,verb,
overtake,BIGGER,C1,verb,
overview,DESCRIPTION,C1,noun,
overview,KNOWLEDGE,C1,noun,
overwhelm,,C1,verb,
overwhelming,,C1,adjective,people: personality
overworked,,C1,adjective,work
ownership,,C1,noun,
ozone,,C1,noun,
palm,TREE,C1,noun,natural world
palm,TREE,C1,noun,natural world
panel,PEOPLE,C1,noun,
paradise,,C1,noun,
partially,,C1,adverb,
participant,,C1,noun,
particular,NOT EASILY SATISFIED,C1,adjective,people: personality
pastry,MIXTURE,C1,noun,food and drink
pastry,CAKE,C1,noun,food and drink
payable,TO BE PAID,C1,adjective,money
payable,FOR PERSON,C1,adjective,money
peasant,,C1,noun,
peek,,C1,noun,
peer,,C1,noun,
perceive,THINK,C1,verb,
perfection,,C1,noun,
perk,,C1,noun,work
permit,MAKE POSSIBLE,C1,verb,
permit,,C1,noun,
personal hygiene,,C1,phrase,
personnel,,C1,noun,work
perspective,WAY OF THINKING,C1,noun,
persuasive,,C1,adjective,
phenomenon,,C1,noun,
philosophy,WAY OF THINKING,C1,noun,
picture,,C1,verb,
place,SITUATION,C1,verb,
"place an advertisement/order, etc.",,C1,phrase,
planning,DEVELOPMENT,C1,noun,
pleasurable,,C1,adjective,describing things
plunge,BECOME LOWER,C1,verb,
pointless,,C1,adjective,
policy,AGREEMENT,C1,noun,
politically,,C1,adverb,
pony,,C1,noun,animals
poorly,,C1,adverb,
portable,,C1,adjective,describing things
portion,PART,C1,noun,
pose,BE STILL,C1,verb,people: actions
"pose a danger/problem/threat, etc.",,C1,phrase,
possess,,C1,verb,
postal,,C1,adjective,
posture,,C1,noun,body and health
power,POLITICS,C1,noun,politics
power,COUNTRY,C1,noun,
power,STRENGTH,C1,noun,
practical,POSSIBLE,C1,adjective,
practical,SUITABLE,C1,adjective,
praise,,C1,noun,
precaution,,C1,noun,
precisely,AGREEMENT,C1,adverb,communication
predator,,C1,noun,animals
pregnancy,,C1,noun,body and health
prejudiced,,C1,adjective,
preliminary,,C1,adjective,
premises,,C1,noun,buildings
"present a problem/conflict/danger, etc.",,C1,phrase,
presently,,C1,adverb,
preservation,,C1,noun,
pressure,LIQUID/GAS,C1,noun,
prestige,,C1,noun,
prestigious,,C1,adjective,
presume,,C1,verb,
price,RESULT,C1,noun,
priceless,IMPORTANT,C1,adjective,
primitive,NOT DEVELOPED,C1,adjective,
primitive,BASIC,C1,adjective,
principle,IDEA,C1,noun,
print,PICTURE,C1,noun,
prior,BEFORE,C1,adjective,
prior to sth,,C1,phrase,
privatize,,C1,verb,
privilege,ADVANTAGE,C1,noun,
privilege,OPPORTUNITY,C1,noun,
privileged,ADVANTAGE,C1,adjective,
probability,,C1,noun,
problematic,,C1,adjective,
proceed,CONTINUE,C1,verb,
produce,SHOW,C1,verb,
productivity,,C1,noun,
profile,PUBLIC IMAGE,C1,noun,
profitable,USEFUL,C1,adjective,
programmer,,C1,noun,"technology, work"
progression,,C1,noun,
progressive,GRADUAL,C1,adjective,
projection,CALCULATION,C1,noun,
projection,IMAGE,C1,noun,
prolong,,C1,verb,
prolonged,,C1,adjective,
prominent,IMPORTANT,C1,adjective,
promising,,C1,adjective,
promote,ENCOURAGE,C1,verb,
promotion,ENCOURAGE,C1,noun,
proportion,PART OF TOTAL,C1,noun,
proposition,,C1,noun,
"prospective buyers/employers/parents, etc.",,C1,phrase,
prosperity,,C1,noun,money
prosperous,,C1,adjective,money
prostitute,,C1,noun,
protective,WANTING TO PROTECT,C1,adjective,people: personality
protein,,C1,noun,
provider,,C1,noun,
provision,,C1,noun,
pub,,C1,noun,"food and drink, buildings"
publicly,,C1,adverb,
pulse,,C1,noun,body and health
purely,,C1,adverb,
purity,,C1,noun,
pursue,,C1,verb,
push,ENCOURAGE,C1,verb,people: actions
push,ENCOURAGEMENT,C1,noun,
put a stop to sth,,C1,phrase,
put a stop to sth,,C1,phrase,
put sb in a difficult position,,C1,phrase,
put sb in a difficult position,,C1,phrase,
put sb in a difficult position,,C1,phrase,
put/set sb's mind at ease,,C1,phrase,
put/set sb's mind at ease,,C1,phrase,
put something into practice,,C1,phrase,people: actions
put something into practice,,C1,phrase,people: actions
put sth aside,,C1,phrasal verb,money
put sth forward or put forward sth,,C1,phrasal verb,communication
put sth together or put together sth,PREPARE,C1,phrasal verb,
put your mind to it,,C1,phrase,
put your mind to it,,C1,phrase,
puzzle,,C1,verb,
pyramid,,C1,noun,
qualification,SUCCESS,C1,noun,shopping
quote,GIVE EXAMPLE,C1,verb,communication
quote,REPEAT,C1,verb,communication
race,EFFORT,C1,noun,
race,PEOPLE,C1,noun,people: appearance
racially,,C1,adverb,people: appearance
radiation,,C1,noun,
radical,CHANGE,C1,adjective,
radically,,C1,adverb,
raise,,C1,noun,
raise your voice,,C1,phrase,communication
raise your voice,,C1,phrase,communication
random,CHANCE,C1,adjective,
randomly,,C1,adverb,
rank,,C1,noun,work
rank,,C1,verb,
rare,MEAT,C1,adjective,food and drink
rarity,,C1,noun,
rate,SPEED,C1,noun,
rate,,C1,verb,
rating,,C1,noun,
ratio,,C1,noun,
rational,,C1,adjective,people: personality
readership,,C1,noun,
readiness,WILLING,C1,noun,
readjust,SMALL CHANGE,C1,verb,
realistically,SEEM REAL,C1,adverb,
realization,NOTICING,C1,noun,
rear,,C1,verb,relationships
reassure,,C1,verb,communication
reassuring,,C1,adjective,
rebellion,,C1,noun,
rebellious,,C1,adjective,
receive,REACT,C1,verb,
recharge,,C1,verb,
reconsider,,C1,verb,
reconstruct,BUILD AGAIN,C1,verb,people: actions
reconstruction,BUILD AGAIN,C1,noun,buildings
recovery,SITUATION,C1,noun,
recreate,,C1,verb,
recruit,,C1,verb,work
recruitment,,C1,noun,
rectangle,,C1,noun,
rectify,,C1,verb,
redevelop,,C1,verb,
redevelopment,,C1,noun,
refresh,,C1,verb,
refresh,,C1,verb,
refreshing,FEEL BETTER,C1,adjective,
refreshing,DIFFERENT,C1,adjective,
refusal,,C1,noun,communication
regardless of,,C1,phrase,
regulate,ACTIVITY/PROCESS,C1,verb,
regulate,SPEED/TEMPERATURE,C1,verb,
regulation,CONTROL,C1,noun,
rehearse,,C1,verb,
reign,,C1,noun,
reinforce,OPINION,C1,verb,"communication, people: personality"
relate to sb,,C1,phrasal verb,relationships
relate to sb/sth,,C1,phrasal verb,
relative,,C1,adjective,
relax,LESS STIFF,C1,verb,body and health
relevance,,C1,noun,
reliability,,C1,noun,
relocate,,C1,verb,
reluctant,,C1,adjective,
reluctantly,,C1,adverb,people: personality
remarkably,,C1,adverb,
reminder,,C1,noun,communication
render,GIVE,C1,verb,
renewable,ENERGY,C1,adjective,
renewal,AGREEMENT,C1,noun,
renovate,,C1,verb,
renovation,,C1,noun,
reorganize,,C1,verb,
repeatedly,,C1,adverb,
repetitive,,C1,adjective,describing things
replacement,PROCESS,C1,noun,
reproduce,COPY,C1,verb,
reproduce,REPEAT,C1,verb,
reproduction,COPY,C1,noun,
reptile,,C1,noun,animals
republic,,C1,noun,politics
reputable,,C1,adjective,describing things
resemble,,C1,verb,people: appearance
resist,FIGHT,C1,verb,people: actions
resolve,,C1,verb,
respectful,,C1,adjective,people: personality
respective,,C1,adjective,
respectively,,C1,adverb,
restart,,C1,verb,
restart,,C1,verb,
restless,NOT STILL,C1,adjective,people: personality
restore,MAKE EXIST,C1,verb,
restrain,,C1,verb,people: actions
restrict,,C1,verb,people: actions
restricted,,C1,adjective,
restriction,LIMIT,C1,noun,
resume,,C1,verb,people: actions
retail,,C1,noun,
retail,,C1,adjective,
rethink,,C1,verb,
return,DO THE SAME,C1,verb,people: personality
return to normal,,C1,phrase,
return to normal,,C1,phrase,
revenue,,C1,noun,
reverse,,C1,verb,
review,CONSIDER,C1,verb,
rewarding,,C1,adjective,
richness,,C1,noun,
riot,,C1,noun,
rip-off,,C1,noun,money
"rip sth out/off/from, etc.",,C1,phrase,
risk,SOMETHING BAD,C1,noun,
rival,,C1,noun,
rocky,WITH ROCKS,C1,adjective,natural world
role model,,C1,noun,
room for improvement,,C1,phrase,
rough,DANGEROUS,C1,adjective,
rudely,,C1,adverb,people: personality
rudeness,,C1,noun,people: personality
rule,CONTROL,C1,verb,
ruler,LEADER,C1,noun,
run,WORKING,C1,verb,
run,PUBLISH,C1,verb,arts and media
run down sb/sth or run sb/sth down,,C1,phrasal verb,communication
running water,,C1,phrase,
running water,,C1,phrase,
run on sth,,C1,phrasal verb,
runway,,C1,noun,
rush,FORCE ACTION,C1,verb,
rush into sth,,C1,phrasal verb,
sack,,C1,noun,
sacred,HOLY,C1,adjective,
sacrifice,,C1,noun,
sacrifice,,C1,verb,people: actions
sad to say,,C1,phrase,
sad to say,,C1,phrase,
safe,WITHOUT RISK,C1,adjective,
safe to say,,C1,phrase,communication
safe to say,,C1,phrase,communication
safety,HOW SAFE,C1,noun,
saint,,C1,noun,
satisfactorily,,C1,adverb,
"satisfy conditions/needs/requirements, etc.",,C1,phrase,
save sb (from) doing sth,,C1,phrase,
savings,AMOUNT,C1,noun,money
say sth to yourself,,C1,phrase,
sb's strong point,,C1,phrase,people: personality
sb's strong point,,C1,phrase,people: personality
sb's travels,,C1,phrase,
scan,COMPUTER,C1,verb,technology
scan,READ,C1,verb,people: actions
scar,MIND,C1,noun,people: personality
scarce,,C1,adjective,describing things
scare,FRIGHTEN,C1,verb,
scare sb away/off or scare away/off sb,,C1,phrasal verb,
scare sb/sth away/off or scare away/off sb/sth,,C1,phrasal verb,
scenic,,C1,adjective,describing things
scholar,KNOWLEDGEABLE PERSON,C1,noun,education
scholarship,,C1,noun,education
scope,AMOUNT,C1,noun,
search,FIND ANSWER,C1,verb,
secretary,COMMITTEE,C1,noun,
sector,,C1,noun,money
secure,COMPUTER,C1,adjective,
security,SAFE SITUATION,C1,noun,
see,HAPPEN,C1,verb,
seemingly,,C1,adverb,
selective,,C1,adjective,
self,,C1,noun,
self-centered,,C1,adjective,people: personality
self-conscious,,C1,adjective,people: personality
self-esteem,,C1,noun,people: personality
selfishness,,C1,noun,people: personality
sensational,SHOCKING,C1,adjective,
sensibly,,C1,adverb,people: personality
sensitivity,KIND,C1,noun,people: personality
sensitivity,EASILY UPSET,C1,noun,people: personality
sequence,MOVIE,C1,noun,
serial,CRIME,C1,adjective,crime
serial,,C1,noun,
serve,WORK,C1,verb,work
serve,BE USEFUL,C1,verb,
service,WORK,C1,noun,work
set,LEVEL,C1,verb,
setback,,C1,noun,
set back sb/sth or set sb/sth back,,C1,phrasal verb,
set foot in/on sth,,C1,phrase,
set foot in/on sth,,C1,phrase,
settle,"DUST/SAND, ETC.",C1,verb,natural world
settle down,MAKE HOME,C1,phrasal verb,"buildings, people: actions"
settle in,,C1,phrasal verb,people: personality
settlement,AGREEMENT,C1,noun,
sewing,,C1,noun,people: actions
sexual,MALE OR FEMALE,C1,adjective,people: appearance
shabby,MESSY,C1,adjective,describing things
shake up sth or shake sth up,,C1,phrasal verb,
shame,BAD FEELING,C1,noun,people: personality
shameful,,C1,adjective,
"share your problems/thoughts/ideas, etc.",,C1,phrase,communication
sharp,,C1,adverb,
sharp,CLEAR,C1,adjective,
shed tears,,C1,phrase,"people: actions, people: personality"
shed tears,,C1,phrase,"people: actions, people: personality"
sheer,EXTREME,C1,adjective,
sheer,LARGE,C1,adjective,
shield,,C1,verb,
shift,CHANGE,C1,verb,
shift,MOVE,C1,verb,people: actions
shift,CHANGE,C1,noun,
shine,REFLECT,C1,verb,
shoot,MOVIE,C1,verb,"arts and media, people: actions"
shortcoming,,C1,noun,
shorten,,C1,verb,
show,EASY TO SEE,C1,verb,
shuttle,,C1,noun,travel
shyness,,C1,noun,people: personality
side effect,MEDICINE,C1,noun,body and health
significance,,C1,noun,
similarly,,C1,adverb,
simplicity,,C1,noun,
simplify,,C1,verb,people: actions
simulation,,C1,noun,
simultaneous,,C1,adjective,describing things
sincere,HONEST,C1,adjective,people: personality
"sincere apologies/thanks, etc.",,C1,phrase,
sincerely,EMPHASIS,C1,adverb,
sip,,C1,verb,food and drink
sketch,PICTURE,C1,noun,arts and media
sketch,ACTING,C1,noun,
skillful,DONE WELL,C1,adjective,
skip,AVOID,C1,verb,communication
slang,,C1,noun,communication
slavery,,C1,noun,
sleepy,PLACE,C1,adjective,
slippery,,C1,adjective,
slogan,,C1,noun,communication
slot,HOLE,C1,noun,
slot,TIME,C1,noun,
smart,STYLISH,C1,adjective,"clothes, people: appearance"
smart,TECHNOLOGY,C1,adjective,technology
smog,,C1,noun,
smooth,PROCESS,C1,adjective,
smuggle,,C1,verb,crime
soak,MAKE WET,C1,verb,
soaring,,C1,adjective,
so as not to do sth,,C1,phrase,
socialist,,C1,noun,politics
sole,,C1,adjective,
solely,,C1,adverb,
solid,NOT LIQUID/GAS,C1,adjective,describing things
solidarity,,C1,noun,
"solid gold/silver/wood, etc.",,C1,phrase,
solitude,,C1,noun,
some,NOT USING NAME,C1,determiner,
somewhat,,C1,adverb,
source,PERSON,C1,noun,
sow,,C1,verb,people: actions
soy,,C1,noun,
spacious,,C1,adjective,describing things
spam,,C1,noun,technology
spare,GIVE,C1,verb,
sparkling,SPECIAL,C1,adjective,describing things
speak for sb,,C1,phrase,communication
specialty,,C1,noun,
specific,EXACT,C1,adjective,
specifically,PARTICULAR PURPOSE,C1,adverb,
specifically,EXACTLY,C1,adverb,
specification,,C1,noun,
spectrum,ALL POSSIBILITIES,C1,noun,
speculation,,C1,noun,
speechless,,C1,adjective,people: personality
sphere,,C1,noun,
spin,TURN,C1,verb,
spine,,C1,noun,body and health
spirit,NOT BODY,C1,noun,
spirit,DRINK,C1,noun,food and drink
splendid,,C1,adjective,describing things
split,SHARE,C1,verb,
spoil,CHILD,C1,verb,
spokesman,,C1,noun,
spokesperson,,C1,noun,
sponsorship,,C1,noun,money
sporty,,C1,adjective,shopping
spread,ARRANGE,C1,verb,people: actions
spring,WATER,C1,noun,natural world
spy,INFORMATION,C1,verb,
"squeeze through/past, etc.",,C1,phrase,people: actions
stability,,C1,noun,
stable,SITUATION,C1,adjective,
stable,PERSON,C1,adjective,people: personality
staggering,,C1,adjective,describing things
staircase,,C1,noun,buildings
stale,,C1,adjective,food and drink
stamina,,C1,noun,body and health
stand,NOT BE DESTROYED,C1,verb,
stand,ACCEPT,C1,verb,
stand,FOR SELLING/SHOWING,C1,noun,
stand at sth,,C1,phrase,
stand up to sb/sth,,C1,phrasal verb,
star,BEST,C1,noun,
start out,,C1,phrasal verb,
starve,,C1,verb,body and health
state,COUNTRY,C1,noun,natural world
state-of-the-art,,C1,adjective,describing things
statistic,,C1,noun,
statistical,,C1,adjective,
status,,C1,noun,
status symbol,,C1,noun,
stay away (from sth),,C1,phrasal verb,
stay out of sth,,C1,phrasal verb,
steady,NOT CHANGING,C1,adjective,
steep,LARGE,C1,adjective,
stem from sth,,C1,phrasal verb,
step by step,,C1,phrase,
stereotype,,C1,noun,
stick by sb,,C1,phrasal verb,relationships
stick up for sb/sth,,C1,phrasal verb,communication
stock,,C1,verb,shopping
stocking,,C1,noun,clothes
stock market,,C1,noun,money
stop at nothing,,C1,phrase,
stop at nothing,,C1,phrase,
store up sth,REMEMBER,C1,phrasal verb,
stormy,ARGUING,C1,adjective,describing things
strategic,,C1,adjective,
straw,,C1,noun,natural world
strength,GOOD QUALITIES,C1,noun,
strength,BEING BRAVE,C1,noun,people: personality
stress,IMPORTANCE,C1,noun,
stretch,,C1,noun,natural world
strike a balance,,C1,phrase,
strike a balance,,C1,phrase,
striker,,C1,noun,work
strip,,C1,noun,describing things
stroke,SWIMMING,C1,noun,shopping
stroll,,C1,noun,
"stroll along/down/through, etc.",,C1,phrase,people: actions
strong language,,C1,phrase,communication
strong language,,C1,phrase,communication
stuck,NOT CONTINUE,C1,adjective,
subjective,,C1,adjective,
subject to sth,,C1,phrase,
subsequent,,C1,adjective,
subsequently,,C1,adverb,
subsidy,,C1,noun,money
substantially,,C1,adverb,
substitution,,C1,noun,
subtitles,,C1,noun,arts and media
successor,PERSON,C1,noun,work
such,,C1,pronoun,
sue,,C1,verb,
sufficiently,,C1,adverb,describing things
suitability,,C1,noun,
summarize,,C1,verb,communication
summit,MOUNTAIN,C1,noun,
superior,HIGHER,C1,adjective,
superior,BETTER,C1,adjective,
superior,,C1,noun,work
supervision,,C1,noun,people: actions
supervisor,,C1,noun,work
support,PROVE,C1,verb,communication
supportive,,C1,adjective,people: personality
suppose,LIKELY,C1,verb,
supposedly,,C1,adverb,
suppose/supposing (that),,C1,phrase,
supreme,,C1,adjective,
surge,,C1,verb,
surge,,C1,noun,
surgeon,,C1,noun,"body and health, work, work"
survey,QUESTION,C1,verb,
survey,EXAMINE,C1,verb,
suspend,STOP,C1,verb,
suspicion,THINK GUILTY,C1,noun,crime
sustainable,CONTINUE,C1,adjective,
sustainable,ENVIRONMENT,C1,adjective,
swap,,C1,verb,
tactic,,C1,noun,
tailpipe,,C1,noun,
take care of sth/doing sth,,C1,phrase,
take care of sth/doing sth,,C1,phrase,
take effect,,C1,phrase,
take effect,,C1,phrase,
take issue (with sb/sth),,C1,phrase,communication
take issue (with sb/sth),,C1,phrase,communication
take it from me,,C1,phrase,communication
take it from me,,C1,phrase,communication
take on sth or take sth on,,C1,phrasal verb,"people: actions, work"
takeover,,C1,noun,work
take sb's word for it,,C1,phrase,communication
take sth personally,,C1,phrase,
take sth personally,,C1,phrase,
(take) the easy way out,IDIOM,C1,phrase,
(take) the easy way out,IDIOM,C1,phrase,
take the initiative,,C1,phrase,
take the initiative,,C1,phrase,
take the liberty of doing sth,,C1,phrase,
take the liberty of doing sth,,C1,phrase,
take to sb/sth,,C1,phrasal verb,people: personality
take your time,,C1,phrase,
take your time,,C1,phrase,
talkative,,C1,adjective,people: personality
"talk business/politics, etc.",,C1,phrase,communication
tank,VEHICLE,C1,noun,travel
target,CRITICISM,C1,noun,communication
tasteless,FOOD,C1,adjective,food and drink
tax,,C1,verb,money
teamwork,,C1,noun,
"tear sth out of/off/down, etc.",,C1,phrase,
tear up sth or tear sth up,,C1,phrasal verb,people: actions
technically,SCIENCE/INDUSTRY,C1,adverb,
technician,,C1,noun,work
techno,,C1,noun,arts and media
technologically,,C1,adverb,technology
tedious,,C1,adjective,describing things
tell the difference,,C1,phrase,
tell the difference,,C1,phrase,
tendency,,C1,noun,
term,SCHOOL,C1,noun,education
terrific,LARGE/SERIOUS,C1,adjective,describing things
texture,,C1,noun,
thankful,,C1,adjective,
thankfully,,C1,adverb,
that is (to say),,C1,phrase,
that's that,,C1,phrase,
"the best/cheapest/worst, etc. possible",,C1,phrase,
the blind,,C1,phrase,
the bulk of sth,,C1,phrase,
the cleaner's,,C1,phrase,
the cream of sth,,C1,phrase,
the dawn of sth,,C1,phrase,
the elderly,,C1,phrase,
the focus of sth,,C1,phrase,
the foot of sth,,C1,phrase,
the homeless,,C1,phrase,
the home of sth/sb,,C1,phrase,
the labor market,,C1,phrase,
the labor market,,C1,phrase,
the last/final straw,IDIOM,C1,phrase,
the leadership,,C1,phrase,
the middle class,,C1,noun,
the military,,C1,phrase,
the next best thing,,C1,phrase,
the next best thing,,C1,phrase,
the next best thing,,C1,phrase,
the norm,,C1,phrase,
the object of sth,,C1,phrase,
the old days,,C1,phrase,
the old days,,C1,phrase,
the opposite sex,,C1,phrase,
the opposite sex,,C1,phrase,
the opposition,,C1,phrase,politics
the people,,C1,phrase,
the poor,,C1,phrase,
therapeutic,HEALTH,C1,adjective,body and health
therapeutic,RELAXED,C1,adjective,
therapist,,C1,noun,buildings
the rear,,C1,phrase,
thereby,,C1,adverb,
there's no harm in doing sth,,C1,phrase,
the rich,,C1,phrase,
the root of sth,,C1,phrase,
"the same old story/thing/people, etc.",,C1,phrase,
the unemployed,,C1,phrase,
the upper class,,C1,noun,
the vote,,C1,phrase,politics
the working class,,C1,noun,
think of sb/sth as sth,,C1,phrase,
think twice,,C1,phrase,
think twice,,C1,phrase,
this,,C1,adverb,describing things
thoughtful,CAREFULLY CONSIDERING,C1,adjective,people: personality
threaten,DAMAGE,C1,verb,
thrill,,C1,noun,
thrive,,C1,verb,
throughout,EVERYWHERE,C1,preposition,describing things
throughout,,C1,adverb,
"throw sth in/on, etc.",,C1,phrase,people: actions
throw yourself into sth,,C1,phrasal verb,
time,IN A PLACE,C1,noun,
time-consuming,,C1,adjective,
tin can,,C1,phrase,
tip,END,C1,noun,
toast,DRINK,C1,noun,
tobacco,,C1,noun,natural world
to cap it off,,C1,phrase,
to do so,,C1,phrase,
token,LOVE/THANKS,C1,noun,
tolerant,,C1,adjective,
toll,MONEY,C1,noun,
to make a long story short,IDIOM,C1,phrase,
to make a long story short,IDIOM,C1,phrase,
to make a long story short,IDIOM,C1,phrase,
too bad,,C1,phrase,communication
too bad,,C1,phrase,communication
tool,SOMETHING HELPFUL,C1,noun,
top,LID,C1,noun,
torture,BORING/UNPLEASANT,C1,noun,
to say the least,,C1,phrase,communication
to say the least,,C1,phrase,communication
to spare,,C1,phrase,
to spare,,C1,phrase,
toss (a coin),,C1,phrase,people: actions
to the contrary,,C1,phrase,
to the contrary,,C1,phrase,
toward,POSITION,C1,preposition,
toward,PURPOSE,C1,preposition,
trace,FIND,C1,verb,people: actions
trace,ORIGIN,C1,verb,people: actions
track,TRAINS,C1,noun,travel
trade,AREA OF BUSINESS,C1,noun,work
trainee,,C1,noun,work
tranquil,,C1,adjective,describing things
transaction,,C1,noun,"money, shopping"
transformation,,C1,noun,
transmit,RADIO/TELEVISION,C1,verb,"arts and media, technology"
trek,,C1,noun,"people: actions, travel"
trial,TEST,C1,noun,
trigger,,C1,verb,
triumph,SUCCESS,C1,noun,shopping
troubled,,C1,adjective,
trousers,,C1,noun,clothes
truly,SINCERELY,C1,adverb,communication
trustworthy,,C1,adjective,people: personality
tuition,,C1,noun,
tune,MUSICAL NOTES,C1,noun,arts and media
turn,CORNER,C1,noun,travel
"turn 16/21/57, etc.",,C1,phrase,
turn a blind eye (to sth),IDIOM,C1,phrase,
twist,INJURE,C1,verb,body and health
twist,,C1,noun,
"two-star/three-star, etc.",,C1,phrase,
type,PARTICULAR QUALITY,C1,noun,people: personality
ultimate,FINAL,C1,adjective,
ultimately,FINALLY,C1,adverb,
unaffordable,,C1,adjective,money
unattractive,NOT INTERESTING,C1,adjective,
unavailable,CANNOT DO SOMETHING,C1,adjective,
unavoidable,,C1,adjective,
uncertainty,,C1,noun,
uncomfortable,EMBARRASSED,C1,adjective,people: personality
uncomfortably,,C1,adverb,
uncommon,,C1,adjective,
unconventional,,C1,adjective,people: personality
uncover,,C1,verb,
undeniable,,C1,adjective,
underestimate,PERSON,C1,verb,
undergo,,C1,verb,
underpaid,,C1,adjective,
undershirt,,C1,noun,clothes
understandably,,C1,adverb,
understanding,AGREEMENT,C1,noun,
undertake,DO,C1,verb,people: actions
undoubtedly,,C1,adverb,communication
unfold,OPEN,C1,verb,people: actions
unforeseen,,C1,adjective,
unhelpful,NOT IMPROVE,C1,adjective,
unit,PEOPLE,C1,noun,relationships
unite,,C1,verb,
unity,,C1,noun,
universally,,C1,adverb,
unjustified,,C1,adjective,
unload,SHIP/AIRCRAFT,C1,verb,
unmarried,,C1,adjective,relationships
unnecessarily,,C1,adverb,
unnoticed,,C1,adjective,
unpaid,NOT PAID,C1,adjective,
unpaid,WORK FOR FREE,C1,adjective,
unpleasant,DIFFICULT,C1,adjective,
unproductive,,C1,adjective,
unprofessional,,C1,adjective,"people: personality, work"
unqualified,,C1,adjective,
unquestionably,,C1,adverb,
unreal,,C1,adjective,
unreasonably,,C1,adverb,people: personality
unrelated,,C1,adjective,
unsafe,DANGEROUS,C1,adjective,
unsafe,IN DANGER,C1,adjective,
unsolved,,C1,adjective,
unspoiled,,C1,adjective,describing things
unsuccessfully,,C1,adverb,
unthinkable,,C1,adjective,
untouched,,C1,adjective,
untrue,,C1,adjective,
unwanted,,C1,adjective,
unwillingly,,C1,adverb,people: personality
unwillingness,,C1,noun,people: personality
unwind,RELAX,C1,verb,
upcoming,,C1,adjective,
upper-class,,C1,adjective,
up to speed,,C1,phrase,
up to speed,,C1,phrase,
upward,,C1,adjective,
upward,,C1,adverb,
urge sb to do sth,,C1,phrase,
usage,WORDS,C1,noun,
usage,AMOUNT,C1,noun,
usefulness,,C1,noun,
utmost,EMPHASIS,C1,adjective,
utterly,,C1,adverb,
vacancy,JOB,C1,noun,work
vacancy,ROOM,C1,noun,travel
vague,NOT CLEAR,C1,adjective,
variable,,C1,adjective,
