Word,Level,Guideword,Part of Speech,Topic
bath,A1,,noun,people: actions
bathing suit,A2,,noun,"clothes, shopping"
bathroom,A1,ROOM,noun,buildings
bathtub,B1,,noun,buildings
battery,A2,,noun,"technology, travel"
battle,B1,WAR,noun,
bay,B1,WATER,noun,natural world
be,A1,,phrase,
be beyond I,C2,,phrase,
be you kid,B1,,phrase,communication
beach,A1,,noun,natural world
beak,C1,,noun,animals
beam,B2,,noun,
bean,A1,,noun,food and drink
bear,A2,,noun,animals
bear a,C2,,phrase,
bear fruit,C2,IDIOM,phrase,
bear leave,C1,,phrase,
beard,A1,,noun,people: appearance
beat,B1,HEART,verb,body and health
beat around the bush,C1,IDIOM,phrase,
beat up or beat up,B2,,phrasal verb,people: actions
beautiful,A1,ATTRACTIVE,adjective,people: appearance
beautifully,B1,,adverb,people: appearance
beauty,B1,BEING BEAUTIFUL,noun,people: appearance
because,A1,,conjunction,communication
because of,B1,,preposition,communication
become a reality,B2,,phrase,
become available,A2,,phrase,
become of,C2,,phrase,
become used to,B1,,phrase,people: personality
bed,A1,FOR SLEEP,noun,buildings
bedroom,A1,,noun,buildings
bee,B1,,noun,animals
beef,B1,,noun,food and drink
beer,A1,,noun,food and drink
before,A1,EARLIER,preposition,
before long,B2,,phrase,
before you know it,C1,,phrase,communication
beg,B2,STRONG REQUEST,verb,communication
begin,A1,START TO HAPPEN,verb,
begin with,B1,,phrase,
beginner,A2,,noun,people: personality
behave,B1,BE POLITE,verb,people: personality
behavior,B1,,noun,
behind,A1,BACK,preposition,describing things
behind 's back,C2,,phrase,
behind bar,B2,,phrase,
behind close door,C2,IDIOM,phrase,
behind the scene,C2,IDIOM,phrase,
behind the time,C1,,phrase,
belief,B2,TRUE,noun,people: personality
believe,A2,TRUE,verb,people: personality
believe in,B1,,phrasal verb,people: personality
believe it or not,B1,,phrase,communication
bell,B1,ELECTRICAL OBJECT,noun,
belong,B2,RIGHT PLACE,verb,
belong to,A2,,phrasal verb,
belonging,B2,,noun,
below,A1,POSITION,adverb,describing things
belt,A2,CLOTHING,noun,clothes
bench,B2,,noun,buildings
bend,B2,BODY,verb,people: actions
bend over backwards,C1,IDIOM,phrase,
beneath,B2,UNDER,preposition,describing things
beneficial,B2,,adjective,describing things
benefit,B1,HELP,noun,
berry,B2,,noun,natural world
beside,B1,,preposition,describing things
beside the point,C2,,phrase,
beside yourself,C2,,phrase,people: personality
besides,B1,,preposition,
bestseller,B2,,noun,arts and media
bet,C1,,verb,
betray,B2,,verb,people: personality
between,A1,SPACE,preposition,describing things
between and,B2,,phrase,
beware,C1,,verb,
beyond,B1,TIME,preposition,
beyond a,C2,IDIOM,phrase,
beyond doubt,C2,,phrase,
beyond my,B2,,phrase,
beyond your,B2,,phrase,
beyond your wild dream,C2,IDIOM,phrase,
bias,C2,,noun,
biased,C1,,adjective,
bicycle,A2,,noun,travel
bid,C1,OFFER,noun,work
big,A1,SIZE,adjective,describing things
bike,A1,BICYCLE,noun,travel
bikini,B2,,noun,clothes
bilingual,C1,,adjective,
bill,A2,,noun,"money, shopping"
billion,B2,,noun,
bind,C1,DIRECTION,adjective,travel
bind to do,B2,,phrase,
bind up with,C2,,phrase,
biography,B1,,noun,arts and media
biological,B2,,adjective,animals
biology,A2,,noun,"animals, education"
bird,A1,,noun,animals
birth,A2,BABY,noun,body and health
birthday,A1,,noun,relationships
bit,B1,SMALL AMOUNT,noun,describing things
bit and piece,C2,,phrase,
bit by bit,C1,,phrase,
bite,B1,,verb,"food and drink, people: actions"
bitter,B1,TASTE,adjective,food and drink
bizarre,B2,,adjective,describing things
black,A1,COLOR,adjective,describing things
blackboard,A2,,noun,education
blackmail,C2,,noun,
blade,B2,,noun,
blame,B1,RESPONSIBLE,verb,communication
bland,C2,NO TASTE,adjective,food and drink
blank,B1,EMPTY,adjective,describing things
blanket,A2,FOR BED,noun,buildings
bleak,C2,NO HOPE,adjective,
bleed,B1,,verb,body and health
blend,C2,,noun,
blind,B1,NO SIGHT,adjective,body and health
blind to,C2,,phrase,
blindness,C1,NOT SEEING,noun,body and health
blink,B2,EYES,verb,"body and health, people: actions"
blister,C2,,noun,body and health
block,A2,DISTANCE,noun,
blog,B1,,noun,"arts and media, communication, technology"
blogger,B1,,noun,"arts and media, communication, technology"
blond,A2,,adjective,people: appearance
blood,A2,RED LIQUID,noun,body and health
bloody,B2,COVERED IN BLOOD,adjective,body and health
blouse,A1,,noun,clothes
blow,B1,PERSON,verb,people: actions
blow away or blow away,B1,,phrasal verb,natural world
blow down or blow down,B1,,phrasal verb,natural world
blow it,C2,,phrase,
blow out or blow out,B1,,phrasal verb,
blow up or blow up,B1,,phrasal verb,people: actions
blow your mind,C2,IDIOM,phrase,
blow your nose,B1,,phrase,body and health
blue,A1,COLOR,adjective,describing things
blunt,C2,NOT SHARP,adjective,
blush,B2,,verb,people: personality
board,A1,CLASSROOM,noun,"education, buildings"
board game,A2,,noun,shopping
boast,B2,PRIDE,verb,communication
boat,A1,,noun,travel
body,A1,PERSON,noun,body and health
boil,B1,HEAT LIQUID,verb,natural world
boiled,B1,,adjective,food and drink
boiling,B2,,adjective,natural world
bold,B2,BRAVE,adjective,people: personality
boldly,B2,,adverb,people: personality
bomb,B1,,noun,
bomber,B2,PERSON,noun,
bombing,B2,,noun,
bond,B2,,noun,relationships
bone,B1,,noun,body and health
bonus,B2,EXTRA THING,noun,
book,A1,FOR READING,noun,arts and media
book in or book into,B1,,phrasal verb,travel
bookcase,A1,,noun,buildings
booklet,B2,,noun,communication
bookmark,B2,,verb,technology
bookshelf,A2,,noun,buildings
bookstore,A1,,noun,shopping
boost,B2,,verb,
boot,A1,,noun,clothes
border,B1,,noun,
bore,B1,,adjective,people: personality
boring,A1,,adjective,people: personality
borrow,A2,GET,verb,money
boss,A2,,noun,work
bossy,B2,,adjective,"communication, people: personality"
both,A1,,determiner,
bother,A2,ANNOY,verb,people: personality
bottle,A2,,noun,food and drink
bottom,A1,LOWEST PART,noun,describing things
bounce,B1,MOVE UP,verb,
bounce along,C1,,phrase,people: actions
bounce back,C1,SUCCESSFUL AGAIN,phrasal verb,
boundary,C1,LIMIT,noun,
bow,B2,KNOT,noun,
bowl,A2,,noun,food and drink
box,A1,CONTAINER,noun,shopping
boxing,B1,,noun,shopping
boy,A1,,noun,people: appearance
boyfriend,A2,,noun,relationships
bra,B2,,noun,clothes
bracelet,A2,,noun,clothes
bracket,C1,SYMBOL,noun,communication
brain,A2,BODY PART,noun,body and health
brake,B1,,noun,travel
branch,B1,TREE,noun,natural world
brand,B2,,noun,shopping
brand new,B1,,adjective,describing things
brass,C1,METAL,noun,
brave,B1,,adjective,people: personality
bravely,B1,,adverb,people: personality
bravery,B2,,noun,people: personality
bread,A1,,noun,food and drink
break,A2,SEPARATE,verb,
break 's heart,B2,IDIOM,phrase,"people: personality, relationships"
break a promise,B2,,phrase,communication
break a record,B2,,phrase,people: actions
break an agreement,B2,,phrase,
break down,B1,,phrasal verb,technology
break even,C1,,phrase,money
break free,C2,,phrase,
break in or break into,B1,,phrasal verb,crime
break off or break off,B2,,phrasal verb,
break out,B2,,phrasal verb,
break the ice,B2,IDIOM,phrase,
break the law,B2,,phrase,crime
break the news to,C2,,phrase,
break through,B2,,phrasal verb,people: actions
break up,B1,,phrasal verb,relationships
break your arm,A2,,phrase,body and health
breakable,B2,,adjective,
breakdown,B2,ILLNESS,noun,body and health
breakfast,A1,,noun,food and drink
breakthrough,B2,,noun,
breast,B1,,noun,body and health
breath,B1,AIR,noun,body and health
breathe,B1,,verb,body and health
breathtaking,B2,,adjective,describing things
breed,B2,,verb,animals
breed resentment,C2,,phrase,
breeze,B1,,noun,natural world
bribe,C1,,noun,money
bribery,C2,,noun,
brick,B2,,noun,buildings
bride,B1,,noun,relationships
bridge,A2,STRUCTURE,noun,
brief,B1,SHORT,adjective,communication
briefly,B1,,adverb,
bright,A2,COLOR,adjective,describing things
brightly,B2,,adverb,describing things
brilliant,B1,VERY INTELLIGENT,adjective,people: personality
brilliantly,B2,,adverb,people: personality
bring,A2,TAKE WITH YOU,verb,people: actions
bring a lump to your throat,C2,IDIOM,phrase,
bring back or bring back,A2,,phrasal verb,people: actions
bring happiness,B1,,phrase,
bring out or bring out,B2,,phrasal verb,shopping
bring out the good in,C2,,phrase,
bring to an end,C1,,phrase,
bring to light,C2,,phrase,
bring up or bring up,B1,,phrasal verb,relationships
broad,B1,WIDE,adjective,describing things
broad - minded,C2,,adjective,
broadband,B2,,noun,technology
broadcast,B2,,verb,arts and media
broaden,C1,,verb,
broadly,C1,,adverb,
broccoli,B1,,noun,food and drink
brochure,B1,,noun,communication
broken,A2,DAMAGED,adjective,describing things
broken english,C1,,phrase,communication
bronze,C1,PRIZE,noun,
brother,A1,,noun,relationships
brother - in - law,B2,,noun,relationships
brown,A1,,adjective,describing things
browse,B2,LOOK,verb,shopping
browser,B2,,noun,technology
bruise,B2,,noun,body and health
brush,A2,CLEAN/ARRANGE,verb,people: actions
brush away,C1,,phrase,people: actions
brush up,C1,,phrasal verb,
brutal,C1,,adjective,
bubble,C1,,noun,
bubble with confidence,C1,,phrase,people: personality
bucket,B1,,noun,
budget,B2,,noun,money
bug,B1,INSECT,noun,animals
build,A2,,verb,work
build up or build up,C1,,phrasal verb,
builder,B1,,noun,work
building,A2,,noun,"buildings, work"
bulb,B1,,noun,technology
bulky,C1,,adjective,describing things
bull,B1,,noun,animals
bullet,B2,,noun,
bulletin board,B1,,noun,
bully,C1,,noun,people: personality
bump,B2,HURT,verb,body and health
bump into,B2,,phrase,people: actions
bumper,B2,,noun,travel
bun,B2,,noun,food and drink
bunch,B1,PEOPLE,noun,
bundle,C2,TIED GROUP,noun,
burden,C1,,noun,
bureaucracy,C2,RULES,noun,
burger,A2,,noun,food and drink
burglar,B2,,noun,crime
burglary,B2,,noun,crime
burial,C2,,noun,
burn,B1,PRODUCE FLAMES,verb,
burn ambition,C1,,phrase,
burn down or burn down,B2,,phrasal verb,
burn out,B2,,phrasal verb,body and health
burn the midnight oil,C2,IDIOM,phrase,
burning,B1,ON FIRE,adjective,
burst,B2,BREAK APART,verb,
burst into,B2,ENTER SUDDENLY,phrasal verb,people: actions
burst into flame,C2,,phrase,
burst into tear,B1,,phrase,"people: actions, people: personality"
burst out,B2,,phrasal verb,communication
burst with confidence,C2,,phrase,people: personality
bury,B1,DEAD BODY,verb,people: actions
bury your face,C2,,phrase,
bury yourself in,C2,,phrase,
bus,A1,,noun,travel
bus station,A2,,noun,travel
bus stop,A2,,noun,travel
bush,B2,,noun,natural world
business,A1,SELLING,noun,shopping
businessman,A2,,noun,work
businesswoman,A2,,noun,work
busy,A1,PERSON,adjective,work
but,A1,,conjunction,communication
butcher,B1,,noun,"food and drink, shopping, work"
butt,C1,,noun,body and health
butt in,C2,,phrasal verb,communication
butter,A1,,noun,food and drink
butterfly,B1,,noun,animals
button,B1,ON MACHINE,noun,technology
buy,A1,,verb,"money, shopping"
buyer,B1,,noun,"money, shopping"
buzz,C2,SOUND,noun,
by,A2,DO,preposition,
by accident,B1,,phrase,
by all account,C1,,phrase,
by all mean,C2,,phrase,
by and large,C1,,phrase,
by any chance,C2,,phrase,communication
by far,B2,,phrase,communication
by hand,B1,,phrase,
by heart,B2,,phrase,
by law,C1,,phrase,
by mean of,C1,,phrase,
by mistake,B1,,phrase,
by no means not by any mean,C1,,phrase,
by the same token,C2,,phrase,
by the way,A2,,phrase,describing things
by virtue of,C2,,phrase,
by way of,C1,,phrase,
by word of mouth,C2,IDIOM,phrase,
by your side,C2,,phrase,
bye,A1,,exclamation,communication
cab,B1,,noun,travel
cabbage,B1,,noun,food and drink
cabin,B1,AIRCRAFT,noun,travel
cabinet,A2,,noun,buildings
cable,B1,TELEVISION/TELEPHONE,noun,arts and media
cafeteria,A2,,noun,food and drink
café,A1,,noun,food and drink
cage,B1,,noun,animals
cake,A1,FOOD,noun,food and drink
calculate,B2,MATH,verb,people: actions
calculate to do,C2,,phrase,
calculation,B2,,noun,people: actions
calculator,B1,,noun,
calendar,A2,DAYS,noun,
calf,B1,ANIMAL,noun,animals
call,A1,,phrase,
call a meeting,C1,,phrase,
call back or call back,A2,,phrasal verb,communication
call for,B1,,phrasal verb,people: actions
call in sick,B2,,phrase,body and health
call it a day,C2,IDIOM,phrase,
call name,C2,,phrase,
call off or call off,B2,NOT HAPPEN,phrasal verb,people: actions
call on to do,C1,,phrasal verb,
call up,C2,,phrasal verb,
call up or call up,B1,,phrasal verb,communication
calm,B1,PERSON,adjective,people: personality
calm down or calm down,B2,,phrasal verb,"communication, people: personality"
calmly,B2,,adverb,people: personality
camel,B1,,noun,animals
camera,A1,,noun,arts and media
camp,A2,,verb,travel
campaign,C1,ACTIVITIES,noun,
camping,A2,,noun,travel
campsite,B1,,noun,travel
campus,B2,,noun,"education, buildings"
can,A1,ABILITY,modal verb,people: actions
can afford,B1,,phrase,"money, shopping"
can not,A1,,modal verb,
can not afford,C2,,phrase,
can not bother,B2,,phrase,
can not face,B2,,phrase,people: personality
can not keep,B2,IDIOM,phrase,
can not stand,B1,,phrase,people: personality
can not take,B2,,phrase,people: personality
can not wait,A2,,phrase,people: personality
can tell,B2,,phrase,people: personality
can work know how to work,C1,,phrase,
canadian,B2,,phrase,
canal,B1,,noun,"natural world, travel"
cancel,B1,,verb,people: actions
cancellation,C1,,noun,
cancer,B1,,noun,body and health
candidate,B2,JOB/ELECTION,noun,"politics, work"
candle,B1,,noun,buildings
candy,A2,,noun,food and drink
cap,A2,,noun,clothes
capability,C1,,noun,
capable,B2,GOOD AT DOING THINGS,adjective,people: personality
capable of,B2,,phrase,people: personality
capacity,B2,AMOUNT,noun,describing things
capital,A2,,noun,politics
capital letter,A2,,noun,communication
capitalism,C2,,noun,politics
capitalist,C2,,adjective,politics
captain,B1,SPORTS,noun,shopping
capture,B2,CATCH,verb,people: actions
capture 's attention,C1,,phrase,
car,A1,ROAD,noun,travel
carbon,B2,,noun,natural world
carbon dioxide,B2,,noun,natural world
carbon footprint,B2,,noun,natural world
carbon monoxide,B2,,noun,natural world
card,A2,GREETINGS,noun,communication
cardboard,B2,,noun,
cardigan,B2,,noun,clothes
care,B1,ATTENTION,noun,
care for,B2,,phrasal verb,body and health
career,B1,JOB,noun,work
carefree,C2,,adjective,
careful,A2,,adjective,people: personality
carefully,A2,,adverb,
careless,B1,,adjective,people: personality
carelessly,B2,,adverb,people: personality
carelessness,B2,,noun,people: personality
cargo,C2,,noun,
caring,B2,,adjective,people: personality
carnival,B2,CELEBRATION,noun,
carpet,A2,,noun,buildings
carriage,C2,,noun,travel
carrot,A2,VEGETABLE,noun,food and drink
carry,A1,HOLD,verb,people: actions
carry on or carry on,B1,,phrasal verb,people: actions
carry on you,C2,,phrase,
carry out or carry out,B1,,phrasal verb,people: actions
carry weight,C2,IDIOM,phrase,
cart,B2,,noun,
cartoon,A2,FILM,noun,arts and media
carve,C2,,verb,people: actions
case,A2,CONTAINER,noun,
cash,A2,NOTES/COINS,noun,money
cash machine,B1,,noun,"money, technology"
casserole,C2,FOOD,noun,food and drink
cast,B2,,noun,arts and media
cast a,C2,,phrase,"people: actions, politics"
cast a spell,C2,,phrase,
cast a spell on,C2,,phrase,
cast doubt on,C2,,phrase,
cast your mind back,C2,,phrase,
castle,A2,,noun,buildings
casual,B1,CLOTHES,adjective,clothes
casually,B2,,adverb,"clothes, people: personality, work"
casualty,C2,,noun,
cat,A1,,noun,animals
catalog,B2,,noun,shopping
catastrophe,C2,,noun,
catch,A1,TAKE HOLD,verb,people: actions
catch 's attention interest,B2,,phrase,communication
catch 's eye,C2,IDIOM,phrase,
catch fire,B1,,phrase,
catch off guard,C2,IDIOM,phrase,
catch on,C1,BECOME POPULAR,phrasal verb,
catch sight of,C2,,phrase,
catch up,B2,,phrasal verb,communication
catch up on,B2,,phrasal verb,people: actions
catch up or catch up,B2,REACH SOMEONE,phrasal verb,people: actions
catch up with,B1,MEET,phrasal verb,communication
catch your breath,C1,,phrase,body and health
categorization,C2,,phrase,
category,B2,,noun,
cater,C1,,verb,"food and drink, people: actions"
cater to,C1,,phrasal verb,
catering,B2,,noun,food and drink
cathedral,A2,,noun,buildings
cattle,B1,,noun,animals
cause,B2,REASON WHY,noun,
caution,C1,CARE,noun,
cautious,B2,,adjective,people: personality
cave,B1,,noun,natural world
cd,A1,,noun,technology
cd - rom,B1,,noun,technology
cd player,A1,,noun,technology
cease,B2,,verb,
ceiling,A2,ROOM,noun,buildings
celebrate,B1,,verb,relationships
celebration,B1,,noun,relationships
celebrity,B1,,noun,"arts and media, people: personality"
cell,B2,ORGANISM,noun,animals
cell phone,A1,,noun,"communication, technology"
cellar,B2,,noun,buildings
cello,B2,,noun,arts and media
cemetery,B2,,noun,
cent,A2,,noun,money
center,A2,MIDDLE,noun,
centigrade,B2,,noun,
centimeter,A2,,noun,describing things
central,B1,NEAR CENTER,adjective,
central heating,B1,,noun,buildings
century,A2,,noun,
cereal,A2,BREAKFAST FOOD,noun,food and drink
ceremony,B1,,noun,relationships
certain,B1,SURE TO HAPPEN,adjective,
certainly,A2,NO DOUBT,adverb,communication
certainly not,C1,,phrase,communication
certainty,B2,BEING SURE,noun,people: personality
certificate,B1,,noun,communication
chain,A2,METAL RINGS,noun,
chair,A1,,noun,buildings
challenge,B1,DIFFICULT,noun,
challenging,B1,,adjective,
champagne,A2,,noun,food and drink
champion,B1,WINNER,noun,shopping
championship,B1,,noun,shopping
chance,B1,POSSIBILITY,noun,
chance be,C2,,phrase,
chancellor,C2,GOVERNMENT,noun,
change,A1,START SOMETHING NEW,verb,people: actions
change the subject,B2,,phrase,communication
change your mind,B1,,phrase,people: personality
changeable,C1,,adjective,
channel,A2,TV,noun,arts and media
chaos,B2,,noun,
chaotic,C1,,adjective,
chapel,C2,,noun,
chapter,B1,,noun,arts and media
character,B1,IN A STORY,noun,arts and media
characteristic,B2,,noun,describing things
charge,B1,MONEY,verb,"money, shopping"
charisma,C2,,noun,people: personality
charismatic,C2,,adjective,people: personality
charity,B1,ORGANIZATION,noun,
charm,B2,QUALITY,noun,people: personality
charming,B1,,adjective,people: personality
chart,B2,DRAWING,noun,communication
chase,B2,RUN AFTER,verb,people: actions
chat,A2,COMMUNICATE ONLINE,verb,"communication, technology"
chat up or chat up,B2,,phrasal verb,communication
chatty,C1,WRITING,adjective,communication
cheap,A1,,adjective,"money, shopping"
cheat,B2,,verb,people: personality
cheat on,B2,,phrasal verb,relationships
check,A1,MARK,verb,"communication, people: actions"
