Word,Level,Kanji,Hiragana,English
目蓋,N1,目蓋,まぶた,eyelid
目覚し,N2,目覚し,めざまし,(abbr) alarm-clock
目覚しい,N1,目覚しい,めざましい,"brilliant, splendid, striking, remarkable"
目覚める,N1,目覚める,めざめる,to wake up
目論見,N1,目論見,もくろみ,"a plan, a scheme, a project, a program, intention, goal"
目録,N1,目録,もくろく,"catalogue, catalog, list"
盲点,N1,盲点,もうてん,blind spot
直,N3,直,じき,"earnestly,immediately,exactly"
直ぐ,N1,直ぐ,すぐ,"immediately, soon, easily, right (near), honest, upright"
直す,N4,直す,なおす,"to fix,to repair"
直ちに,N3,直ちに,ただちに,"at once,immediately,directly,in person"
直に,N3,直に,じかに,"immediately,readily,directly"
直る,N4,直る,なおる,"to be fixed,to be repaired"
直前,N2,直前,ちょくぜん,just before
直径,N2,直径,ちょっけい,diameter
直後,N2,直後,ちょくご,immediately following
直感,N1,直感,ちょっかん,intuition
直接,N3,直接,ちょくせつ,"direct,immediate,personal,firsthand"
直流,N2,直流,ちょくりゅう,direct current
直線,N2,直線,ちょくせん,straight line
直角,N2,直角,ちょっかく,right angle
直通,N2,直通,ちょくつう,direct communication
直面,N1,直面,ちょくめん,confrontation
相,N1,相,あい,"together, mutually, fellow"
相互,N2,相互,そうご,"mutual,reciprocal"
相場,N1,相場,そうば,"market price, speculation, estimation"
相変わらず,N1,相変わらず,あいかわらず,"as ever, as usual, the same"
相対,N1,相対,あいたい,"confrontation, facing, between ourselves, no third party, tete-a-tete"
相当,N3,相当,そうとう,"suitable,fair,tolerable,proper"
相応,N1,相応,そうおう,"suitability, fitness"
相応しい,N1,相応しい,ふさわしい,appropriate
相手,N3,相手,あいて,"companion,partner,company"
相撲,N2,相撲,すもう,sumo wrestling
相続,N3,相続,そうぞく,"succession,inheritance"
相談,N4,相談,そうだん・する,to discuss
相違,N2,相違,そうい,"difference,discrepancy,variation"
盾,N1,盾,たて,"shield, buckler, escutcheon, pretext"
省く,N3,省く,はぶく,"to omit,to eliminate,to curtail,to economize"
省みる,N1,省みる,かえりみる,to reflect
省略,N2,省略,しょうりゃく,"omission,abbreviation,abridgment"
眉,N1,眉,まゆ,eyebrow
看板,N2,看板,かんばん,"sign,signboard,doorplate,poster"
看病,N2,看病,かんびょう,nursing (a patient)
看護,N1,看護,かんご,"nursing, (army) nurse"
看護婦,N4,看護婦,かんごふ,female nurse
県,N3,県,けん,prefecture
県庁,N2,県庁,けんちょう,prefectural office
真っ二つ,N1,真っ二つ,まっぷたつ,in two equal parts
真っ先,N2,真っ先,まっさき,"the head,the foremost,beginning"
真っ暗,N2,真っ暗,まっくら,"total darkness,shortsightedness,pitch dark"
真っ白,N2,真っ白,まっしろ,pure white
真っ直ぐ,N3,真っ直ぐ,まっすぐ,"straight (ahead),direct,upright"
真っ赤,N3,真っ赤,まっか,"deep red,flushed (of face)"
真っ青,N2,真っ青,まっさお,"deep blue,ghastly pale"
真っ黒,N2,真っ黒,まっくろ,pitch black
真に,N1,真に,まことに,"truly, actually, really"
真ん中,N1,真ん中,まんなか,"middle, centre, mid-way"
真ん丸い,N1,真ん丸い,まんまるい,perfectly circular
真ん前,N1,真ん前,まんまえ,"right in front, under the nose"
真上,N1,真上,まうえ,"just above, right overhead"
真下,N1,真下,ました,"right under, directly below"
真中,N4,真中,まんなか,middle
真似,N3,真似,まね,"mimicry,imitation,behavior,pretense"
真似る,N2,真似る,まねる,"to mimic,to imitate"
真剣,N3,真剣,しんけん,"seriousness,earnestness"
真実,N1,真実,さな,"truth, reality"
真心,N1,真心,まこころ,"sincerity, devotion"
真珠,N1,真珠,しんじゅ,pearl
真理,N1,真理,しんり,truth
真相,N1,真相,しんそう,"truth, real situation"
真空,N2,真空,しんくう,"vacuum,hollow,empty"
真面目,N3,真面目,まじめ,"diligent,serious,honest"
眠い,N4,眠い,ねむい,sleepy
眠たい,N1,眠たい,ねむたい,sleepy
眠る,N4,眠る,ねむる,to sleep
眩しい,N1,眩しい,まぶしい,"dazzling, radiant"
眺め,N3,眺め,ながめ,"scene,view,prospect,outlook"
眺める,N3,眺める,ながめる,"to view,to gaze at"
眼球,N1,眼球,がんきゅう,eyeball
眼科,N1,眼科,がんか,ophthalmology
眼鏡,N5,眼鏡,めがね,glasses
着,N1,着,ちゃく,"counter for suits of clothing, arriving at .."
着々,N2,着々,ちゃくちゃく,steadily
着く,N5,着く,つく,to arrive at
着ける,N2,着ける,つける,"(1) to attach,to join,to add,to append"
着せる,N2,着せる,きせる,to put on clothes
着る,N5,着る,きる,to put on from the shoulders down
着工,N1,着工,ちゃっこう,start of (construction) work
着席,N1,着席,ちゃくせき,"sit down, seat"
着手,N1,着手,ちゃくしゅ,"embarkation, launch"
着替え,N2,着替え,きがえ,"changing clothes,change of clothes"
着物,N4,着物,きもの,kimono
着目,N1,着目,ちゃくもく,attention
着色,N1,着色,ちゃくしょく,"colouring, coloring"
着陸,N1,着陸,ちゃくりく,"landing, alighting, touch down"
着飾る,N1,着飾る,きかざる,to dress up
睡眠,N3,睡眠,すいみん,sleep
睨む,N2,睨む,にらむ,"to glare at,to scowl at,to keep an eye on"
瞑る,N1,瞑る,つぶる,to close the eyes
瞬き,N1,瞬き,またたき,"wink, twinkling (of stars), flicker (of light)"
瞬間,N3,瞬間,しゅんかん,"moment,second,instant"
瞳,N2,瞳,ひとみ,pupil (of eye)
矛盾,N2,矛盾,むじゅん,"contradiction,inconsistency"
矢,N1,矢,や,arrow
矢っ張り,N1,矢っ張り,やっぱり,"also, as I thought, still, in spite of, absolutely"
矢印,N2,矢印,やじるし,directing arrow
矢鱈に,N1,矢鱈に,やたらに,"randomly, recklessly, blindly"
知らせ,N3,知らせ,しらせ,notice
知らせる,N4,知らせる,しらせる,to notify
知り合い,N1,知り合い,しりあい,acquaintance
知る,N5,知る,しる,to know
知事,N3,知事,ちじ,prefectural governor
知人,N2,知人,ちじん,"friend,acquaintance"
知合い,N2,知合い,しりあい,acquaintance
知性,N1,知性,ちせい,intelligence
知恵,N3,知恵,ちえ,"wisdom,wit,sagacity,sense,intelligence,advice"
知的,N1,知的,ちてき,intellectual
知能,N3,知能,ちのう,"intelligence,brains"
知識,N3,知識,ちしき,"knowledge,information"
短い,N5,短い,みじかい,short
短大,N1,短大,たんだい,junior college
短所,N2,短所,たんしょ,"(1) defect,demerit,weak point,(2) disadvantage"
短期,N2,短期,たんき,short term
短歌,N1,短歌,たんか,"tanka, 31-syllable Japanese poem"
短気,N1,短気,たんき,quick temper
短波,N1,短波,たんぱ,short wave
短編,N2,短編,たんぺん,"short (e.g. story, film)"
短縮,N1,短縮,たんしゅく,"shortening, abbreviation, reduction"
石,N4,石,いし,stone
石油,N3,石油,せきゆ,"oil,petroleum,kerosene"
石炭,N3,石炭,せきたん,coal
石鹸,N2,石鹸,せっけん,soap
砂,N4,砂,すな,sand
砂利,N1,砂利,じゃり,"gravel, ballast, pebbles"
砂漠,N3,砂漠,さばく,desert
砂糖,N5,砂糖,さとう,Sugar
研ぐ,N1,研ぐ,とぐ,"to sharpen, to grind, to scour, to hone, to polish, to wash (rice)"
研修,N2,研修,けんしゅう,training
研究,N4,研究,けんきゅう,research
研究室,N4,研究室,けんきゅうしつ,"study room,laboratory"
砕く,N2,砕く,くだく,"to break,to smash"
砕ける,N2,砕ける,くだける,"to break,to be broken"
破く,N2,破く,やぶく,
破る,N3,破る,やぶる,"to tear,to violate,to defeat,to smash,to destroy"
破れる,N2,破れる,やぶれる,"to get torn,to wear out"
破壊,N1,破壊,はかい,destruction
破損,N1,破損,はそん,damage
破棄,N1,破棄,はき,"revocation, annulment, breaking (e.g. treaty)"
破片,N2,破片,はへん,"fragment,splinter,broken piece"
破産,N3,破産,はさん,(personal) bankruptcy
破裂,N1,破裂,はれつ,"explosion, rupture, break off"
硬,N4,堅/硬/固い,かたい,hard
硬い,N3,硬い,かたい,"solid,hard (esp. metal, stone),unpolished writing"
硬貨,N3,硬貨,こうか,coin
碁,N2,碁,ご,Go (board game of capturing territory)
碁盤,N1,碁盤,ごばん,Go board
碌な,N1,碌な,ろくな,"satisfactory, decent"
碌に,N1,碌に,ろくに,"well, enough, sufficient"
碑,N1,碑,いしぶみ,stone monument bearing an inscription
碗,N2,碗,わん,bowl
確か,N4,確か,たしか,definite
確かめる,N3,確かめる,たしかめる,to ascertain
確り,N1,確り,しっかり,"firmly, tightly, reliable, level-headed, steady"
確保,N1,確保,かくほ,"guarantee, ensure, maintain, insure, secure"
確信,N1,確信,かくしん,"conviction, confidence"
確定,N1,確定,かくてい,"definition (math), decision, settlement"
確実,N3,確実,かくじつ,"certainty,reliability,soundness"
確率,N2,確率,かくりつ,probability
確立,N1,確立,かくりつ,establishment
確認,N3,確認,かくにん,"affirmation,confirmation"
磁器,N1,磁器,じき,"porcelain, china"
磁気,N1,磁気,じき,magnetism
磁石,N2,磁石,じしゃく,magnet
磨く,N5,磨く,みがく,"to brush teeth, to polish"
示す,N3,示す,しめす,"to denote,to show,to point out,to indicate"
礼,N3,礼,れい,expression of gratitude
礼儀,N3,礼儀,れいぎ,"manners,courtesy,etiquette"
社,N1,社,やしろ,Shinto shrine
社交,N1,社交,しゃこう,"social life, social intercourse"
社会,N4,社会,しゃかい,"society,public"
社会科学,N2,社会科学,しゃかいかがく,social science
社宅,N1,社宅,しゃたく,company owned house
社説,N2,社説,しゃせつ,"editorial,leading article"
社長,N4,社長,しゃちょう,company president
祈り,N1,祈り,いのり,"prayer, supplication"
祈る,N4,祈る,いのる,to pray
祖先,N2,祖先,そせん,ancestor
祖母,N4,祖母,そぼ,grandmother
祖父,N4,祖父,そふ,grandfather
祝い,N3,祝い,いわい,"celebration,festival"
祝う,N3,祝う,いわう,"to congratulate,to celebrate"
祝日,N2,祝日,しゅくじつ,national holiday
祝賀,N1,祝賀,しゅくが,"celebration, congratulations"
神,N3,神,かみ,god
神様,N2,神様,かみさま,god
神殿,N1,神殿,しんでん,"temple, sacred place"
神社,N4,神社,じんじゃ,Shinto shrine
神秘,N1,神秘,しんぴ,mystery
神経,N3,神経,しんけい,"nerve,sensitivity"
神聖,N1,神聖,しんせい,"holiness, sacredness, dignity"
神話,N2,神話,しんわ,"myth,legend"
票,N1,票,ひょう,"label, ballot, ticket, sign"
祭,N3,祭,まつり,"festival,feast"
祭る,N2,祭る,まつる,"to deify,to enshrine"
祭日,N2,祭日,さいじつ,"national holiday,festival day"
禁じる,N1,禁じる,きんじる,to prohibit
禁ずる,N1,禁ずる,きんずる,"to forbid, to suppress"
禁止,N3,禁止,きんし,"prohibition,ban"
禁煙,N3,禁煙,きんえん,No Smoking!
禁物,N1,禁物,きんもつ,"taboo, forbidden thing"
禅,N1,禅,ぜん,Zen (Buddhism)
福,N1,福,ふく,good fortune
福祉,N1,福祉,ふくし,"welfare, well-being"
私,N5,私,わたくし,"(humble) I,myself"
私有,N1,私有,しゆう,private ownership
私物,N1,私物,しぶつ,"private property, personal effects"
私用,N1,私用,しよう,"personal use, private business"
私立,N2,私立,しりつ,private (establishment)
私鉄,N2,私鉄,してつ,private railway
秋,N5,秋,あき,autumn
科,N1,科,か,"department, section"
科学,N4,科学,かがく,science
科目,N3,科目,かもく,"(school) subject,curriculum,course"
秒,N3,秒,びょう,second (60th min)
秘密,N3,秘密,ひみつ,"secret,secrecy"
秘書,N1,秘書,ひしょ,(private) secretary
秤,N2,秤,はかり,"scales,weighing machine"
秩序,N1,秩序,ちつじょ,"order, regularity, system, method"
称する,N1,称する,しょうする,"to pretend, to take the name of, to feign, to purport"
移す,N3,移す,うつす,"to remove,to transfer,to infect"
移る,N4,移る,うつる,to move house or transfer
移住,N1,移住,いじゅう,"migration, immigration"
移動,N3,移動,いどう,"removal,migration,movement"
移民,N1,移民,いみん,"emigration, immigration, emigrant, immigrant"
移行,N1,移行,いこう,switching over to
移転,N2,移転,いてん,"moving,transfer,demise"
稀,N2,稀,まれ,"rare,seldom"
程,N3,程,ほど,"degree,extent,bounds,limit"
程度,N3,程度,ていど,"degree,amount,grade,standard,of the order of (following a number)"
稍,N1,稍,やや,"a little, partially, somewhat, a short time, a while"
税,N3,税,ぜい,
税務署,N1,税務署,ぜいむしょ,tax office
税金,N3,税金,ぜいきん,"tax,duty"
税関,N2,税関,ぜいかん,customs house
種,N3,種,たね,"(1) seed,(2) material,(3) cause,source"
種々,N1,種々,くさぐさ,variety
種類,N3,種類,しゅるい,"variety,kind,type"
稲,N3,稲,いね,rice-plant
稲光,N1,稲光,いなびかり,(flash of) lightning
稼ぐ,N3,稼ぐ,かせぐ,"to earn income,to labor"
稽古,N2,稽古,けいこ,"practice,training,study"
穀物,N3,穀物,こくもつ,"grain,cereal,corn"
穂,N1,穂,ほ,"ear (of plant), head (of plant)"
積む,N2,積む,つむ,"to pile up,to stack"
積もり,N1,積もり,つもり,"intention, plan"
積もる,N3,積もる,つもる,to pile up
積極的,N3,積極的,せっきょくてき,"positive,active,proactive"
穏やか,N3,穏やか,おだやか,"calm,gentle,quiet"
穴,N3,穴,あな,hole
究極,N1,究極,きゅうきょく,"ultimate, final, eventual"
空,N5,空,そら,Sky
空き,N3,空き,あき,"room,time to spare,emptiness"
空く,N4,空く,あく,"to open, to become empty"
空しい,N1,空しい,むなしい,"vacant, futile, vain, void, empty, ineffective, lifeless"
空っぽ,N2,空っぽ,からっぽ,"empty,vacant,hollow"
空ろ,N1,空ろ,うつろ,"blank, cavity, hollow, empty (space)"
空中,N2,空中,くうちゅう,"sky,air"
空想,N2,空想,くうそう,"daydream,fantasy,fancy,vision"
空気,N4,空気,くうき,"air,atmosphere"
空港,N4,空港,くうこう,airport
空腹,N1,空腹,くうふく,hunger
空間,N1,空間,あきま,"vacancy, room for rent or lease"
突き当たり,N2,突き当たり,つきあたり,end (e.g. of street)
突き当たる,N2,突き当たる,つきあたる,"to run into,to collide with"
突く,N2,突く,つく,"(1) to thrust,to strike,(2) to poke"
突っ張る,N1,突っ張る,つっぱる,"to support, to become stiff, to become taut, to thrust (ones opponent), to stick to (ones opinion), to in"
突っ込む,N2,突っ込む,つっこむ,"to plunge into,to go into deeply"
突如,N1,突如,とつじょ,"suddenly, all of a sudden"
突然,N3,突然,とつぜん,"abruptly,suddenly,unexpectedly,all at once"
突破,N1,突破,とっぱ,"breaking through, breakthrough, penetration"
窒息,N1,窒息,ちっそく,suffocation
窓,N5,窓,まど,window
窓口,N2,窓口,まどぐち,ticket window
窮乏,N1,窮乏,きゅうぼう,poverty
窮屈,N1,窮屈,きゅうくつ,"narrow, tight, stiff, rigid, uneasy, formal, constrained"
立ち上がる,N3,立ち上がる,たちあがる,to stand up
立ち寄る,N1,立ち寄る,たちよる,"to stop by, to drop in for a short visit"
立ち止まる,N2,立ち止まる,たちどまる,"to stop,to halt,to stand still"
立つ,N5,立つ,たつ,to stand
立てる,N4,立てる,たてる,to stand something up
立体,N1,立体,りったい,solid body
立場,N3,立場,たちば,"standpoint,position,situation"
立方,N1,立方,たちかた,dancing (geisha)
立法,N1,立法,りっぽう,"legislation, lawmaking"
立派,N3,立派,りっぱ,"splendid,fine,handsome,elegant,imposing,prominent,legal,legitimate"
章,N3,章,しょう,"(1) chapter,section,(2) medal"
童話,N2,童話,どうわ,fairy tale
端,N3,端,はし,"end (e.g. of street),edge,tip,margin,point"
競争,N4,競争,きょうそう,competition
競技,N3,競技,きょうぎ,"game,match,contest"
競馬,N2,競馬,けいば,horse racing
竹,N2,竹,たけ,"bamboo,middle (of a three-tier ranking system)"
竿,N1,竿,さお,"rod, pole (e.g. for drying laundry)"
笑い,N3,笑い,わらい,"laugh,laughter,smile"
笑う,N4,笑う,わらう,"to laugh,to smile"
笑顔,N3,笑顔,えがお,smiling face
笛,N3,笛,ふえ,"flute,pipe"
符号,N2,符号,ふごう,"sign,mark,symbol"
第,N1,第,だい,ordinal
第一,N1,第一,だいいち,"first, foremost, # 1"
筆,N3,筆,ふで,writing brush
筆者,N2,筆者,ひっしゃ,"writer,author"
筆記,N2,筆記,ひっき,"(taking) notes,copying"
筈,N1,筈,はず,it should be so
等,N3,等,など,"et cetera,etc.,and the like"
等しい,N3,等しい,ひとしい,equal
等分,N2,等分,とうぶん,division into equal parts
等級,N1,等級,とうきゅう,"grade, class"
筋,N3,筋,すじ,"muscle,string,line"
筋肉,N3,筋肉,きんにく,"muscle,sinew"
筒,N1,筒,つつ,"pipe, tube"
答,N4,答,こたえ,response
答え,N1,答え,こたえ,"answer, response"
答える,N5,答える,こたえる,to answer
答案,N3,答案,とうあん,"examination paper,examination script"
策,N1,策,さく,"plan, policy"
箇所,N1,箇所,かしょ,"passage, place, point, part"
箇条書き,N1,箇条書き,かじょうがき,"itemized form, itemization"
箇箇,N1,箇箇,ここ,"individual, separate"
箒,N2,箒,ほうき,(n) broom
算数,N2,算数,さんすう,arithmetic
算盤,N2,算盤,そろばん,abacus
管,N3,管,くだ,"pipe,tube"
管理,N3,管理,かんり,"control,management (e.g. of a business)"
箪笥,N1,箪笥,たんす,chest of drawers
箱,N5,箱,はこ,box
箸,N2,箸,はし,chopsticks
節,N3,節,ふし,"tune,tone,knot,knob,point"
節約,N3,節約,せつやく,"economising,saving"
範囲,N3,範囲,はんい,"extent,scope,sphere,range"
築く,N1,築く,きずく,"to build, to pile up, to amass"
篭る,N1,篭る,こもる,"to seclude oneself, to be confined in, to be implied, to be stuffy"
簡単,N4,簡単,かんたん,simple
簡易,N1,簡易,かんい,"simplicity, easiness, quasi-"
簡潔,N1,簡潔,かんけつ,"brevity, conciseness, simplicity"
簡素,N1,簡素,かんそ,"simplicity, plain"
籠,N3,籠,かご,"basket,cage"
籤引,N1,籤引,くじびき,"lottery, drawn lot"
米,N4,米,こめ,uncooked rice
粉,N3,粉,こな,"flour,meal,powder"
粉々,N1,粉々,こなごな,in very small pieces
粉末,N1,粉末,ふんまつ,fine powder
粋,N1,粋,いき,"chic, style, purity, essence"
粒,N2,粒,つぶ,grain
粗,N3,粗,あら,"defect,flaw,blemish,weak point"
粗い,N2,粗い,あらい,"coarse,rough"
粗末,N3,粗末,そまつ,"crude,rough,plain,humble"
粗筋,N1,粗筋,あらすじ,"outline, summary"
粘り,N1,粘り,ねばり,"stickyness, viscosity"
粘る,N1,粘る,ねばる,"to be sticky, to be adhesive, to persevere, to persist, to stick to"
粥,N1,粥,かゆ,(rice) gruel
精々,N3,精々,せいぜい,"at the most,at best,to the utmost,as much (far) as possible"
精密,N1,精密,せいみつ,"precise, exact, detailed, minute, close"
精巧,N1,精巧,せいこう,"elaborate, delicate, exquisite"
精神,N3,精神,せいしん,"mind,soul,heart,spirit,intention"
糊,N2,糊,のり,"paste,starch"
糸,N4,糸,いと,thread
系,N1,系,けい,"system, lineage, group"
系統,N2,系統,けいとう,"system,family line,geological formation"
約,N3,約,やく,"approximately,about,some"
約束,N4,約束,やくそく,promise
紅茶,N5,紅茶,こうちゃ,black tea
紅葉,N2,紅葉,こうよう,(1) (Japanese) maple
納まる,N1,納まる,おさまる,"to be obtained, to end, to settle into, to fit into, to be settled, to be paid, to be delivered"
納める,N2,納める,おさめる,"to obtain,to reap,to pay,to supply,to accept"
納入,N1,納入,のうにゅう,"payment, supply"
納得,N3,納得,なっとく,"consent,assent,understanding"
紐,N3,紐,ひも,"(1) string,cord,(2) pimp"
純情,N2,純情,じゅんじょう,"pure heart,naivete,self-sacrificing devotion"
純粋,N2,純粋,じゅんすい,"pure,true,genuine,unmixed"
紙,N5,紙,かみ,paper
紙屑,N2,紙屑,かみくず,wastepaper
紙幣,N2,紙幣,しへい,"paper money,notes,bills"
級,N3,級,きゅう,"class, grade, rank,school class, grade"
紛らわしい,N1,紛らわしい,まぎらわしい,"confusing, misleading, equivocal, ambiguous"
紛れる,N1,紛れる,まぎれる,"to be diverted, to slip into"
紛争,N1,紛争,ふんそう,"dispute, trouble, strife"
紛失,N1,紛失,ふんしつ,losing something
素,N3,素,もと,prime
素っ気ない,N1,素っ気ない,そっけない,"cold, short, curt, blunt"
素人,N2,素人,しろうと,"amateur,novice"
素敵,N1,素敵,すてき,"lovely, dreamy, beautiful, great, fantastic, superb, cool, capital"
素早い,N1,素早い,すばやい,"fast, quick, prompt, agile"
素晴らしい,N3,素晴らしい,すばらしい,"wonderful,splendid,magnificent"
素朴,N1,素朴,そぼく,"simplicity, artlessness, naivete"
素材,N1,素材,そざい,"raw materials, subject matter"
素直,N2,素直,すなお,"obedient,meek,docile,unaffected"
素質,N2,素質,そしつ,"character,qualities,genius"
紡績,N1,紡績,ぼうせき,spinning
索引,N2,索引,さくいん,"index,indices"
紫,N2,紫,むらさき,"purple colour,violet"
細い,N5,細い,ほそい,thin
細かい,N4,細かい,こまかい,"small, fine"
細やか,N1,細やか,こまやか,friendly
細工,N1,細工,さいく,"work, craftsmanship, tactics, trick"
細胞,N1,細胞,さいぼう,cell (biology)
細菌,N1,細菌,さいきん,"bacillus, bacterium, germ"
紳士,N1,紳士,しんし,gentleman
紹介,N4,紹介,しょうかい,introduction
紺,N2,紺,こん,"navy blue,deep blue"
終,N3,終,おわり,the end
終える,N3,終える,おえる,to finish
終る,N5,終る,おわる,to finish
終わり,N4,終わり,おわり,the end
終わる,N1,終わる,おわる,"to finish, to close"
終了,N2,終了,しゅうりょう,"end,close,termination"
終始,N1,終始,しゅうし,"beginning and end, from beginning to end, doing a thing from beginning to end"
終日,N1,終日,しゅうじつ,all day
終点,N2,終点,しゅうてん,"terminus,last stop (e.g train)"
組,N3,組,くみ,"class,group,team,set"
組み合わせ,N1,組み合わせ,くみあわせ,combination
組み合わせる,N1,組み合わせる,くみあわせる,"to join together, to combine, to join up"
組み立てる,N2,組み立てる,くみたてる,"to assemble,to set up,to construct"
組み込む,N1,組み込む,くみこむ,"to insert, to include, to cut in (printing)"
組む,N3,組む,くむ,to put together
組合,N3,組合,くみあい,"association,union"
組合せ,N2,組合せ,くみあわせ,combination
組織,N3,組織,そしき,"(1) organization,(2) structure,construction,(3) tissue,(4) system"
経つ,N3,経つ,たつ,"to pass,to lapse"
経る,N1,経る,へる,"to pass, to elapse, to experience"
経営,N3,経営,けいえい,"management,administration"
経度,N2,経度,けいど,longitude
経歴,N1,経歴,けいれき,"personal history, career"
経済,N4,経済,けいざい,"finance,economy"
経由,N3,経由,けいゆ,"go by the way,via"
経緯,N1,経緯,いきさつ,"1. details, whole story, sequence of events, particulars, how it started, how things got this way, 2. c"
経費,N1,経費,けいひ,"expenses, cost, outlay"
経路,N1,経路,けいろ,"course, route, channel"
経過,N1,経過,けいか,"passage, expiration, progress"
経験,N4,経験,けいけん・する,to experience
結び,N1,結び,むすび,"ending, conclusion, union"
結び付き,N1,結び付き,むすびつき,"connection, relation"
結び付く,N1,結び付く,むすびつく,"to be connected or related, to join together"
結び付ける,N1,結び付ける,むすびつける,"to combine, to join, to tie on, to attach with a knot"
結ぶ,N3,結ぶ,むすぶ,"to tie,to bind,to link"
結合,N1,結合,けつごう,"combination, union"
結婚,N5,結婚,けっこん,Marriage
結局,N3,結局,けっきょく,"after all,eventually"
結成,N1,結成,けっせい,formation
結晶,N1,結晶,けっしょう,"crystal, crystallization"
結束,N1,結束,けっそく,"union, unity"
結果,N3,結果,けっか,"result,consequence"
結核,N1,結核,けっかく,"tuberculosis, tubercule"
結構,N5,結構,けっこう,"splendid, enough"
結論,N3,結論,けつろん,conclusion
絞る,N2,絞る,しぼる,"to press,to wring,to squeeze"
絡む,N1,絡む,からむ,"to entangle, to entwine"
給う,N1,給う,たまう,"to receive, to grant"
給与,N2,給与,きゅうよ,"allowance,grant,supply"
給仕,N1,給仕,きゅうじ,"office boy (girl), page, waiter"
給料,N3,給料,きゅうりょう,"salary,wages"
給食,N1,給食,きゅうしょく,"school lunch, providing a meal"
絨毯,N1,絨毯,じゅうたん,carpet
統一,N2,統一,とういつ,"unity,consolidation,uniformity"
統制,N1,統制,とうせい,"regulation, control"
統合,N1,統合,とうごう,"integration, unification, synthesis"
統治,N1,統治,とうじ,"rule, reign, government, governing"
統率,N1,統率,とうそつ,"command, lead, generalship, leadership"
統計,N2,統計,とうけい,"scattering,a scatter,dispersion"
絵,N5,絵,え,picture
絵の具,N2,絵の具,えのぐ,"colors,paints"
絵画,N3,絵画,かいが,picture
絶えず,N2,絶えず,たえず,constantly
絶える,N1,絶える,たえる,"to die out, to peter out, to become extinct"
絶つ,N1,絶つ,たつ,"to sever, to cut off, to suppress, to abstain (from)"
絶対,N3,絶対,ぜったい,"absolute,unconditional,absoluteness"
絶望,N1,絶望,ぜつぼう,"despair, hopelessness"
絶滅,N3,絶滅,ぜつめつ,"destruction,extinction"
絶版,N1,絶版,ぜっぱん,out of print
絹,N4,絹,きぬ,silk
継ぎ目,N1,継ぎ目,つぎめ,"a joint, joining point"
継ぐ,N1,継ぐ,つぐ,to succeed
継続,N2,継続,けいぞく,continuation
続々,N2,続々,ぞくぞく,"successively,one after another"
続き,N3,続き,つづき,"sequel,continuation"
続く,N4,続く,つづく,to be continued
続ける,N4,続ける,つづける,to continue
維持,N3,維持,いじ,"maintenance,preservation"
綱,N2,綱,つな,rope
網,N1,網,あみ,"net, network"
綴じる,N1,綴じる,とじる,"to bind, to file"
綻びる,N1,綻びる,ほころびる,"to come apart at the seams, to begin to open, to smile broadly"
綿,N3,綿,めん,"cotton,padding"
緊張,N3,緊張,きんちょう,"tension,mental strain,nervousness"
緊急,N1,緊急,きんきゅう,"urgent, pressing, emergency"
総,N1,総,そう,"whole, all, general, gross"
総会,N1,総会,そうかい,general meeting
総合,N1,総合,そうごう,"synthesis, coordination, putting together, integration, composite"
総理大臣,N2,総理大臣,そうりだいじん,Prime Minister
緑,N5,緑,みどり,green
線,N4,線,せん,line
線路,N2,線路,せんろ,"line,track,roadbed"
締める,N5,締める,しめる,to tie
締め切り,N1,締め切り,しめきり,"closing, cut-off, end, deadline, Closed, No Entrance"
締め切る,N2,締め切る,しめきる,to shut up
締切,N2,締切,しめきり,"closing,cut-off,end,deadline,Closed,No Entrance"
編,N1,編,へん,"compilation, editing, completed poem, book, part of book"
編む,N2,編む,あむ,to knit
編物,N2,編物,あみもの,"knitting,web"
編集,N2,編集,へんしゅう,"editing,compilation,editorial (e.g. committee)"
緩い,N2,緩い,ゆるい,"loose,lenient,slow"
緩む,N1,緩む,ゆるむ,"to become loose, to slacken"
緩める,N1,緩める,ゆるめる,"to loosen, to slow down"
緩やか,N1,緩やか,ゆるやか,lenient
緩和,N1,緩和,かんわ,"relief, mitigation"
緯度,N2,緯度,いど,latitude (nav.)
練る,N1,練る,ねる,"to knead, to work over, to polish up"
練習,N5,練習,れんしゅうする,to practice
縁,N3,縁,ふち,"a means, e.g. of living"
縁側,N1,縁側,えんがわ,"veranda, porch, balcony, open corridor"
縁談,N1,縁談,えんだん,"marriage proposal, engagement"
縄,N3,縄,なわ,"rope,hemp"
縛る,N2,縛る,しばる,"to tie,to bind"
縞,N2,縞,しま,stripe
縦,N3,縦,たて,"length,height"
縫う,N2,縫う,ぬう,to sew
縮まる,N1,縮まる,ちぢまる,"to be shortened, to be contracted, to shrink"
縮む,N2,縮む,ちぢむ,"to shrink,to be contracted"
縮める,N2,縮める,ちぢめる,"to shorten,to reduce,to boil down,to shrink"
縮れる,N2,縮れる,ちぢれる,"to be wavy,to be curled"
縮小,N2,縮小,しゅくしょう,"reduction,curtailment"
繁栄,N1,繁栄,はんえい,"prospering, prosperity, thriving, flourishing"
繁殖,N1,繁殖,はんしょく,"breed, multiply, increase, propagation"
繁盛,N1,繁盛,はんじょう,"prosperity, flourishing, thriving"
繊維,N1,繊維,せんい,"fibre, fiber, textile"
繋がり,N2,繋がり,つながり,"connection,link,relationship"
繋がる,N2,繋がる,つながる,"to be tied together,to be connected to,to be related to"
