Word,Level,Guideword,Part of Speech,Topic
specialize,B2,,verb,education | work
specially,B1,,adverb,
specialty,C1,,noun,
species,B2,,noun,animals
specific,B2,PARTICULAR THING,adjective,
specifically,C1,EXACTLY | PARTICULAR PURPOSE,adverb,
specification,C1,,noun,
specify,B2,,verb,communication
specimen,C2,,noun,
spectacular,B1,,adjective,
spectator,B2,,noun,arts and media | shopping
spectrum,C1,ALL POSSIBILITIES,noun,
speculate,C2,,verb,
speculation,C1,,noun,
speech,B1,ABILITY TO TALK,noun,communication
speechless,C1,,adjective,people: personality
speed,B1,RATE OF MOVEMENT,noun,
spell,A2,,verb,communication
spelling,A2,,noun,communication
spend,A2,MONEY | TIME,verb,money | people: actions | shopping
spending,C2,,noun,money
sphere,C1,,noun,
spice,B1,FOOD,noun,food and drink
spicy,B1,,adjective,food and drink
spider,B1,,noun,animals
spill,B1,,verb,people: actions
spin,C1,TURN,verb,
spinach,B1,,noun,food and drink
spine,C1,,noun,body and health
spiral,C2,,,
spirit,B2,GHOST | WAY OF FEELING,noun,food and drink | people: personality
spiritual,B2,,adjective,people: personality
spiritually,C2,,adverb,
spit,C2,,verb,people: actions
spite,C2,FEELING,noun,people: personality
splash,B2,LIQUID | SOUND,noun | verb,people: actions
splendid,C1,,adjective,describing things
splendor,C2,,noun,
split,B2,DIVIDE,verb,people: actions
spoil,B1,,verb,people: actions
spokesman,C1,,noun,
spokesperson,C1,,noun,
sponsor,B2,,noun | verb,money
sponsorship,C1,,noun,money
spoon,A2,,noun,food and drink
sport,A1,GAME,noun,shopping
sports,B1,,adjective,shopping
sporty,C1,,adjective,shopping
spot,B1,CIRCLE,noun | verb,people: actions
spotless,C2,,adjective,describing things
spotlight,C2,,noun,arts and media
spouse,C2,,noun,relationships
spray,B2,,noun | verb,people: actions
spread,B2,COVER AREA | GRADUALLY AFFECT | INFORMATION | MOVEMENT,noun | verb,communication | people: actions
spreadsheet,B2,,noun,communication | technology
spring,A2,SEASON,noun,natural world
sprinkle,C2,,verb,people: actions
spur,C2,,verb,
spy,B1,,noun | verb,
squad,C2,,noun,shopping
squander,C2,,verb,money
square,A2,PLACE | SHAPE,adjective | noun,describing things
squash,B1,,noun | verb,people: actions | shopping
squeak,C2,,verb,
squeaky,C2,SOUND,adjective,
squeeze,B2,PRESS,verb,people: actions
stab,B2,,verb,crime | people: actions
stability,C1,,noun,
stable,C1,PERSON | SITUATION,adjective | noun,buildings | people: personality
stadium,A2,,noun,buildings | shopping
staff,A2,,noun,work
stage,A2,THEATER,noun,arts and media
stagger,C2,,verb,people: actions
staggering,C1,,adjective,describing things
stain,B1,,noun | verb,people: actions
staircase,C1,,noun,buildings
stairs,A2,,noun,buildings
stake,C2,,,
stale,C1,,adjective,food and drink
stall,B1,,noun,shopping
stamina,C1,,noun,body and health
stamp,A2,,noun | verb,communication | people: actions
stamps,None,None,,None
stance,C2,,noun,
stand,A2,RISE | VERTICAL,None | noun | verb,None | people: actions
standard,B2,QUALITY,adjective | noun,describing things | people: personality
standpoint,C2,,noun,
stands,C2,,,
star,A2,OBJECT IN SPACE | PERFORMER | SHAPE,noun | verb,arts and media | describing things | natural world
stardom,C2,,noun,
stare,B2,,verb,people: actions
start,A1,BEGIN,noun | verb,people: actions | technology | work
starvation,C2,,noun,body and health
starve,C1,,verb,body and health
starving,B2,HUNGRY,adjective | None,food and drink | None
state,B1,PART OF COUNTRY,adjective | noun | verb,communication | natural world | politics
state-of-the-art,C1,,adjective,describing things
statement,B2,THING SAID,noun,communication
station,A1,BUILDING,noun,arts and media | buildings | travel
statistic,C1,,noun,
statistical,C1,,adjective,
statistics,B2,,noun,
statue,B1,,noun,arts and media
status,C1,,noun,
stay,A1,NOT LEAVE,noun | verb,travel
steadily,B2,,adverb,
steady,B2,GRADUAL | STILL,adjective | None,None
steak,A2,,noun,food and drink
steal,A2,,verb,crime | people: actions
steam,B2,GAS,noun,natural world
steel,B2,,noun,natural world
steep,B1,SLOPE,adjective,
steer,B2,CONTROL DIRECTION,verb,people: actions | travel
steering,B2,,,travel
stem,C1,,,
step,B1,FOOT MOVEMENT | STAIR,noun,buildings | people: actions
stepfather,B2,,noun,relationships
stepmother,B2,,noun,relationships
steps,C2,,,
stereotype,C1,,noun,
stereotypical,C2,,adjective,people: personality
stern,C2,,adjective,people: personality
sth,A1,,,arts and media | body and health | buildings | clothes | communication | crime | describing things | education | food and drink | money | natural world | None | people: actions | people: appearance | people: personality | politics | relationships | shopping | technology | travel | work
stick,B1,ATTACH | THIN PIECE,None | noun | verb,None | people: actions
sticky,B1,,adjective,
stiff,B2,DIFFICULT TO MOVE | HARD,adjective,describing things | people: personality
still,A2,CONTINUING,adjective | adverb | None,None
stimulate,B2,ENCOURAGE | MAKE EXCITED,verb,people: actions | people: personality
stimulus,C2,,noun,
stir,B1,MIX,verb,food and drink | people: actions
stitch,C2,THREAD | WOUND,noun,body and health
stock,B2,STORE,noun | verb,shopping
stocking,C1,,noun,clothes
stolen,None,None,,None
stomach,A2,,noun,body and health
stomachache,A2,,noun,body and health
stone,B1,JEWEL | ROCK,noun,natural world
stool,B2,,noun,buildings
stop,A1,FINISH | PLACE,None | noun | verb,None | people: actions | technology | travel
stopover,B2,,noun,travel
storage,B2,,noun,
store,A1,PLACE TO BUY,noun | verb,buildings | people: actions | shopping | technology
storm,A2,,noun,natural world
stormy,B2,WEATHER,adjective,describing things | natural world
story,A2,DESCRIPTION,noun,arts and media | buildings | communication
stove,A2,,noun,food and drink
straight,A2,LINE | NOT CURVING,adjective | adverb,communication | describing things
straightforward,B2,,adjective,
strain,B2,INJURE | PRESSURE | WORRY,noun | verb,body and health | people: actions | people: personality
strand,C2,PART OF STORY | THREAD,noun,
stranded,C2,,adjective,
strange,A2,UNUSUAL,adjective,
strangely,B2,,adverb,
stranger,B1,,noun,relationships
strap,C2,,noun,clothes
strategic,C1,,adjective,
strategically,C2,,adverb,
strategy,B2,,noun,
straw,C1,,noun,food and drink | natural world
strawberry,B1,,noun,food and drink
stream,B1,SMALL RIVER,noun,natural world
street,A1,,noun | phrase,travel
strength,B2,STRONG,noun,people: appearance | people: personality
strengthen,B2,,verb,people: appearance
strenuous,C2,,adjective,
stress,B1,WORRY,noun | verb,communication | people: personality
stressed,B1,,adjective,people: personality
stressful,B1,,adjective,people: personality
stretch,B2,BODY | MAKE BIGGER,noun | verb,natural world | people: actions
strict,B1,PERSON,adjective,crime | people: personality
strictly,B2,EXACTLY,adverb,
strike,B1,HIT,noun | verb,people: actions | work
striker,C1,,noun,work
strikes,B2,,,
striking,B2,,adjective,
string,B2,MUSICAL INSTRUMENT | ROPE,noun,arts and media
strings,C2,IDIOM,,
strip,C1,,noun,describing things
stripe,B1,,noun,describing things
strive,C2,,verb,
stroke,B2,ILLNESS,noun | verb,body and health | people: actions | shopping
stroll,C1,,noun,
strong,A2,PHYSICALLY POWERFUL,adjective,describing things | people: appearance | people: personality | relationships
strongly,B2,,adverb,communication
structural,C2,,adjective,
structure,B2,WAY PARTS ARE ARRANGED,noun | verb,buildings
structured,C2,,adjective,
struggle,B2,EFFORT | FIGHT | TRY HARD,None | noun | verb,None | people: actions
stubborn,B2,,adjective,people: personality
stubbornness,C2,,noun,people: personality
stuck,B2,NOT MOVE,adjective,
student,A1,,noun,education
studies,A2,,phrase,education | people: actions
studio,B1,FILM,None | noun,arts and media | buildings | None
study,B1,ROOM,None | noun | verb,buildings | education | None | people: actions
stuff,B1,SUBSTANCE,noun,
stumble,C2,FALL | PAUSE,verb,
stunned,C2,,adjective,people: personality
stunning,B2,,adjective,describing things
stupid,B1,,adjective,people: personality
stupidity,C2,,noun,people: personality
style,B1,FASHION | WAY,noun,people: appearance
stylish,B1,,adjective,clothes
subconsciously,C2,,adverb,
subject,A1,STUDY,None | noun,communication | education | None
subjective,C1,,adjective,
submit,B2,GIVE,verb,communication | people: actions
subsequent,C1,,adjective,
subsequently,C1,,adverb,
subsidy,C1,,noun,money
substance,B2,MATERIAL,noun,
substantial,B2,,adjective,describing things
substantially,C1,,adverb,
substitute,B2,,noun | verb,people: actions
substitution,C1,,noun,
subtitles,C1,,noun,arts and media
subtle,C2,CLEVER | NOT OBVIOUS | NOT STRONG,adjective,
suburb,B2,,noun,natural world
subway,A1,TRAIN,noun,travel
succeed,B1,,verb,people: actions
success,B1,ACHIEVEMENT | GOOD THING,noun,
successful,B1,ACHIEVEMENT,adjective,
successfully,B2,,adverb,
successive,C2,,adjective,
successor,C1,PERSON,noun,work
succumb,C2,NOT STOP | SUFFER,verb,body and health
such,C1,,None | pronoun,None
suck,C2,,verb,
sudden,B2,,adjective,
suddenly,B1,,adverb,
sue,C1,,verb,
suffer,B2,EXPERIENCE | FEEL PAIN,verb,body and health | people: personality
sufferer,C2,,noun,body and health
suffering,B2,,noun,body and health | people: personality
sufficient,B2,,adjective,describing things
sufficiently,C1,,adverb,describing things
suffix,B2,,noun,
sugar,A1,,noun,food and drink
suggest,B1,ADVICE | IDEA,verb,communication
suggestion,B1,IDEA,noun,communication
suicide,B2,,noun,
suit,A2,,noun | verb,clothes | people: appearance
suitability,C1,,noun,
suitable,B1,,adjective,
suitably,B2,,adverb,
suitcase,A2,,noun,travel
suited,None,None,,None
sum,B1,,noun,money
summarize,C1,,verb,communication
summary,B2,,noun,communication
summer,A1,,noun,natural world
summit,C1,MOUNTAIN,noun,
summon,C2,HELP | ORDER,verb,
sun,A1,,noun,natural world
sunbathe,B1,,verb,people: actions
sunday,A1,,noun,
sunglasses,A2,,noun,clothes
sunlight,B2,,noun,natural world
sunny,A2,,adjective,natural world
sunrise,B1,,noun,natural world
sunset,B1,,noun,natural world
sunshine,B1,,noun,natural world
superb,B2,,adjective,describing things
superficial,C2,NOT COMPLETE | NOT SERIOUS,adjective,people: personality
superficially,C2,,adverb,
superfluous,C2,,adjective,
superior,C1,BETTER | HIGHER,adjective | noun,people: personality | work
superiority,C2,BETTER | OPINION,noun,people: personality
superlative,A2,,noun,
supermarket,A1,,noun,buildings | shopping
supernatural,B2,,adjective,
supervise,B2,,verb,people: actions
supervision,C1,,noun,people: actions
supervisor,C1,,noun,work
supper,A2,,noun,food and drink
supplement,C2,,noun | verb,
supplementary,C2,,adjective,
supplier,B2,,noun,shopping
supply,B2,,noun | verb,people: actions
support,B1,HELP | PROVIDE | SPORTS,noun | verb,communication | money | people: actions | relationships | shopping
supporter,B2,,noun,
supportive,C1,,adjective,people: personality
suppose,C1,LIKELY,None | verb,None
supposed,B1,,,
supposedly,C1,,adverb,
suppress,C2,FEELINGS | FIGHT | INFORMATION,verb,
supreme,C1,,adjective,
sure,A2,AGREEMENT | CERTAIN,adjective | adverb,communication
surely,B2,EXPRESS SURPRISE | LIKELY,adverb,communication
surf,A2,,verb,people: actions | shopping | technology
surface,B2,PERSON | TOP,noun,
surfing,A2,,noun,people: actions | shopping
surge,C1,,noun | verb,
surgeon,C1,,noun,body and health | work
surgery,B2,,noun,body and health
surname,C2,,noun,
surpass,C2,,verb,
surplus,C2,,noun,
surprise,A2,EVENT,noun | verb,people: personality
surprised,A2,,adjective,people: personality
surprising,B1,,adjective,people: personality
surprisingly,B1,,adverb,people: personality
surrender,C2,,verb,
surround,B1,GO AROUND,verb,
surrounding,B2,,adjective,
surroundings,B2,,noun,
survey,B2,,noun | verb,communication
survival,B2,,noun,
survive,B2,,verb,
survivor,B2,,noun,
suspect,B2,THINK GUILTY | THINK LIKELY,noun | verb,crime
suspend,B2,NOT ALLOW,verb,education | people: actions
suspense,C2,,noun,
suspicion,B2,BELIEF,noun,crime
suspicious,B2,NOT TRUSTING | SEEMING WRONG,adjective,crime | people: personality
suspiciously,B2,,adverb,
sustain,C2,CONTINUE | SUPPORT,verb,
sustainability,C2,,noun,
sustainable,C1,CONTINUE | ENVIRONMENT,adjective,
swallow,B2,EAT,verb,food and drink | people: actions
swan,B2,,noun,animals
swap,C1,,verb,
swear,B2,PROMISE | RUDE WORDS,verb,communication
sweat,B2,,noun | verb,body and health
sweater,A2,,noun,clothes
sweatshirt,B1,,noun,clothes
sweep,B2,CLEAN,verb,people: actions
sweet,A1,TASTE,adjective,food and drink | people: personality
sweets,A2,,noun,food and drink
swh,B1,,,None | people: actions
swift,C2,,adjective,describing things
swiftly,C2,,adverb,
swim,A1,,noun | verb,people: actions | shopping
swimmer,B1,,noun,shopping
swimming,A2,,noun,people: actions | shopping
swimsuit,A2,,noun,clothes
swing,B2,,noun | verb,people: actions | shopping
switch,B1,,noun | verb,people: actions | technology
swollen,B2,,adjective,body and health
sword,B2,,noun,
syllabus,C2,,noun,education
symbol,B2,,noun,communication
symbolic,C2,,adjective,
sympathetic,B2,PROBLEMS,adjective,people: personality
sympathize,C2,IDEAS | PROBLEMS,verb,
sympathy,B2,CARING,noun,people: personality
symptom,B2,ILLNESS,noun,body and health
synonym,C2,,noun,
synonymous,C2,CONNECTED | WORD,adjective,
system,B1,EQUIPMENT,noun,body and health
systematic,C2,,adjective,
systematically,C2,,adverb,
t,A1,,,communication | None | people: personality
t-shirt,A1,,noun,clothes
table,A1,FURNITURE,noun,buildings | communication
tablecloth,B2,,noun,
tablet,B1,,noun,body and health
tabloid,B2,,adjective | noun,arts and media
tackle,B2,DEAL WITH | SPORT,verb,people: actions | shopping
tact,C2,,noun,people: personality
tactful,C2,,adjective,people: personality
tactic,C1,,noun,
tactless,C2,,adjective,people: personality
tail,B2,ANIMAL,noun,animals
tailpipe,C1,,noun,
take,A1,CARRY | GO WITH SOMEONE,None | verb,body and health | clothes | communication | education | None | people: actions | travel
taken,B2,,,
takeout,B1,,noun,food and drink
takeover,C1,,noun,work
tale,B2,,noun,communication
talent,B1,,noun,people: personality
talented,B1,,adjective,people: personality
talk,A1,SAY,noun | verb,communication
talkative,C1,,adjective,people: personality
talking,C1,,,
talks,C2,,noun,
tall,A1,GREATER HEIGHT,adjective,describing things | people: appearance
tan,B2,,noun,people: appearance
tangible,C2,,adjective,
tank,C1,VEHICLE,noun,travel
tap,B2,KNOCK,noun | verb,people: actions
target,B2,AIM,None | noun | verb,communication | None
task,B2,,noun,people: actions | work
taste,B1,FLAVOR,None | noun,food and drink | None | people: actions | people: personality
tasteful,C2,,adjective,
tasteless,C1,FOOD,adjective,describing things | food and drink
tasty,B1,,adjective,food and drink
tax,B1,,noun | verb,money
taxi,A1,,noun,travel
taxpayer,C2,,noun,
tea,A1,DRINK,noun,food and drink
teach,A1,GIVE LESSONS,verb,education | people: actions
teacher,A1,,noun,education | work
teaching,B1,,noun,education | work
team,A2,SPORT,noun,shopping | work
teamwork,C1,,noun,
tear,B1,BREAK | CRYING,noun | verb,people: actions
tears,B1,,,people: actions | people: personality
tease,B2,,verb,communication
teaspoon,B2,,noun,food and drink
technical,B2,PRACTICAL SKILL,adjective | None,None | people: personality
technically,C2,DETAIL,adverb | None,None
technician,C1,,noun,work
technique,B1,,noun,
techno,C1,,noun,arts and media
technological,B2,,adjective,technology
technologically,C1,,adverb,technology
technology,B1,,noun,technology
tedious,C1,,adjective,describing things
teenage,B1,,adjective,people: appearance
teenager,A2,,noun,people: appearance
teeth,C2,IDIOM,,
telecommunications,B2,,noun,communication | technology
telephone,A2,,noun | verb,communication | technology
telescope,B2,,noun,technology
television,A1,EQUIPMENT | PROGRAMS,noun,arts and media | technology
tell,A1,SPEAK,verb,communication
temper,B2,ANGER,noun,people: personality
temperature,A2,HEAT,noun,body and health | describing things
temple,B1,,noun,buildings
temporarily,B2,,adverb,
temporary,B1,,adjective,
temptation,B2,,noun,people: personality
tempted,B2,,,people: personality
ten,A1,,number,
tenant,C2,,noun,
tend,B2,,,
tendency,C1,,noun,
tender,C2,FOOD | GENTLE,adjective,food and drink | people: personality
tenderness,C2,,noun,people: personality
tennis,A1,,noun,shopping
tense,B1,,adjective | noun,people: personality
tension,B2,FEELING,None | noun,None | people: personality
tent,B1,,noun,travel
term,B2,WORD,noun,communication | education
terminal,B2,,noun,buildings | travel
terms,B2,RULES,noun,communication
terrace,B2,,noun,buildings
terrible,A2,,adjective,describing things
terribly,B1,VERY MUCH,adverb,communication
terrific,B1,VERY GOOD,adjective | None,describing things | None
terrified,B1,,adjective,people: personality
terrify,B2,,verb,people: personality
terrifying,B2,,adjective,people: personality
territorial,C2,,adjective,
territory,B2,COUNTRY'S LAND,None | noun,natural world | None | politics
terror,B2,,noun,people: personality
terrorism,B2,,noun,crime
terrorist,B2,,noun,crime
test,A1,EXAM,None | noun | verb,body and health | education | None | people: actions | people: personality
testify,C2,,verb,crime
text,A2,CELL PHONE,noun | verb,communication | technology
textbook,A2,,noun,communication | education
texture,C1,,noun,
than,A1,COMPARING,None | preposition,None
thank,A2,,verb,communication
thankful,C1,,adjective,
thankfully,C1,,adverb,
thanks,A1,THANK YOU,exclamation | noun,communication
that,A1,ALREADY MENTIONED | CAN BE SEEN,adverb | conjunction | determiner | pronoun,describing things
the,A1,ONLY ONE | PARTICULAR | PLACE,determiner | None,None
theater,A2,,noun,arts and media | buildings
theft,B2,,noun,crime | people: actions
their,A1,BELONGING TO GROUP,determiner | None,None
theirs,A2,,pronoun,
them,A1,GROUP,None | pronoun,None
theme,B2,,noun,communication
themselves,A2,REFLEXIVE,pronoun,
then,A1,AT THAT TIME | NEXT,adverb,
theoretical,C2,IDEAS | NOT PROVED,adjective,
theoretically,C2,,adverb,
theory,B2,IDEA,noun,
therapeutic,C1,HEALTH | RELAXED,adjective,body and health
therapist,C1,,noun,buildings
therapy,B2,,noun,body and health
there,A1,DIRECTION | PLACE,adverb,
thereafter,C2,,adverb,
thereby,C1,,adverb,
therefore,B1,,adverb,communication
thermometer,B2,,noun,technology
these,A1,,determiner,
thesis,B2,WRITING,noun,communication | education
they,A1,GROUP,pronoun,
thick,B1,CLOSE TOGETHER | NOT THIN,adjective,describing things | natural world
thief,B1,,noun,crime
thigh,B2,,noun,body and health
thin,A2,NOT FAT | NOT THICK,adjective,describing things | people: appearance
thing,A1,OBJECT,None | noun,None
things,A1,,phrase,
think,A1,BELIEVE TO BE TRUE | OPINION,verb,people: personality
thinker,C2,,noun,
third,A2,,noun | number,
thirst,B2,WANTING DRINK,noun,food and drink
thirsty,A2,,adjective,food and drink
thirteen,A1,,number,
thirties,None,None,,None
thirty,A2,,number,
this,A1,ALREADY MENTIONED | CAN BE SEEN | TIME,adverb | determiner | pronoun,describing things
thorough,B2,,adjective,
thoroughly,B2,CAREFULLY | VERY MUCH,adverb,
those,A1,,determiner,
though,B1,DESPITE,adverb | conjunction,
thought,B1,IDEA,noun,people: personality
thoughtful,B2,KIND,adjective,people: personality
thoughtfully,C2,,adverb,
thoughtless,C2,,adjective,people: personality
thousand,A2,,number,
thread,C2,CONNECTION | INTERNET | MATERIAL,noun,technology
threat,B2,DAMAGE | THING SAID,noun,communication
threaten,B2,HARM,verb,communication
three,A1,,None | number,None
threshold,C2,LEVEL,noun,
thrill,C1,,noun | verb,
thrilled,B2,,adjective,people: personality
thriller,B1,,noun,arts and media
thrilling,B2,,adjective,describing things
thrive,C1,,verb,
thriving,C2,,adjective,describing things
throat,B1,,noun,body and health
throne,None,FOR KING,None,None
through,A2,ONE SIDE TO ANOTHER,adverb | preposition,describing things
throughout,B2,WHOLE TIME,adverb | preposition,describing things
throw,A2,IN AIR,verb,people: actions
thumb,B1,,noun,body and health
thunder,B1,,noun,natural world
thunderstorm,A2,,noun,natural world
thursday,A1,,noun,
thus,B2,,adverb,communication
tick,C2,,verb,
ticket,A1,,noun,money | travel
tide,B2,,noun,natural world
tidy,C2,,adjective,
tie,A2,CLOTHES,None | noun | verb,clothes | None | people: actions
ties,C2,,phrase,relationships
tiger,B1,,noun,animals
tight,B1,CLOTHES,adjective | adverb,clothes | describing things
tighten,B2,,verb,people: actions
tightly,B2,,adverb,
tights,A2,,noun,clothes
till,A2,,conjunction | preposition,
timber,C2,PIECE OF WOOD | TREES,noun,
time,A1,PARTICULAR POINT,None | noun | verb,None | people: actions
time-consuming,C1,,adjective,
times,B2,,preposition,
timid,C2,,adjective,people: personality
timing,B2,,noun,
tin,C2,METAL,noun,natural world
tiny,B1,,adjective,describing things
tip,B1,ADVICE | PAYMENT,noun | verb,communication | money | people: actions
tire,A2,,noun | verb,people: personality | travel
tired,A1,WANTING REST,adjective,people: personality
tiredness,B2,,noun,people: personality
tiresome,C2,,adjective,describing things
tiring,B1,,adjective,people: personality
tissue,B1,,noun,
title,C2,SPORTS,None | noun,None | shopping
to,A1,INFINITIVE | PLACE | TELLING THE TIME,None | preposition,communication | describing things | None | relationships
toast,A2,BREAD,noun,food and drink
tobacco,C1,,noun,natural world
today,A1,THIS DAY,adverb | noun,
toddler,C2,,noun,
toe,A2,ON FOOT,noun,body and health
toenail,B2,,noun,body and health
toes,C2,IDIOM,,
together,A1,WITH EACH OTHER,adverb,describing things | relationships
toilet,A1,CONTAINER,noun,buildings
token,None,LOVE,None,None
told,C2,,,communication
tolerance,C2,,noun,people: personality
tolerant,C1,,adjective,
tolerate,B2,,verb,people: personality
toll,C1,MONEY,noun,
tomato,A1,,noun,food and drink
tomb,B2,,noun,
tomorrow,A1,DAY AFTER TODAY,adverb | noun,
ton,B2,WEIGHT,noun,describing things
tone,B2,TELEPHONE | VOICE,noun,communication | technology
tongue,B1,IN MOUTH,noun,body and health
tonight,A1,,adverb | noun,
tons,B2,,,describing things
too,A1,ALSO,adverb,
tool,B2,EQUIPMENT,None | noun,None
tooth,A1,IN MOUTH,noun,body and health
toothache,A2,,noun,body and health
toothbrush,A2,,noun,
toothpaste,B1,,noun,
top,A2,HIGHEST PART,adjective | noun | verb,clothes
topic,B1,,noun,communication
topped,C2,,,
torn,C2,,,
tornado,B2,,noun,natural world
torrential,C2,,adjective,natural world
torture,C2,CAUSING PAIN,None | noun | verb,None | people: actions
toss,C1,,,None | people: actions
total,B1,AMOUNT,adjective | noun,communication
totalitarian,C2,,adjective,politics
totally,B1,,adverb,communication
touch,B1,PUT HAND ON,noun | verb,body and health | people: actions | people: personality
tough,B2,DIFFICULT | FOOD | STRONG PERSON,adjective,describing things | food and drink | people: personality
toughness,C2,,noun,people: personality
tour,A2,,noun | verb,people: actions | travel
tourism,B1,,noun,travel
tourist,A2,,noun,travel
tournament,B1,,noun,shopping
toward,B1,DIRECTION,preposition,communication
towel,A2,FOR DRYING,noun,buildings
tower,B1,,noun,buildings
town,A1,PLACE,noun,natural world
toxic,B2,,adjective,body and health
toy,A2,,noun,shopping
trace,B2,,noun | verb,people: actions
track,B1,PATH | RACE,noun | verb,arts and media | people: actions | shopping | travel
tractor,C2,,noun,travel
trade,B1,BUYING AND SELLING,noun | verb,people: actions | shopping | work
trader,C2,,noun,shopping | work
tradition,B2,,noun,
traditional,B1,,adjective,
traditionally,B2,,adverb,
traffic,A2,VEHICLES,noun,travel
tragedy,B2,,noun,
tragic,B2,,adjective,people: personality
tragically,C2,,adverb,people: personality
trail,B2,PATH,noun | verb,animals | people: actions | travel
train,A1,,noun | verb,education | people: actions | shopping | travel | work
trainee,C1,,noun,work
trainer,B1,PERSON,noun,education | work
training,B1,LEARNING SKILLS | SPORTS,noun,education | shopping | work
trait,C2,,noun,people: personality
tram,A2,,noun,travel
tranquil,C1,,adjective,describing things
tranquility,C2,,noun,
transaction,C1,,noun,money | shopping
transfer,B1,MOVE,None | noun | verb,None | people: actions
transform,B2,,verb,people: actions
transformation,C1,,noun,
transition,C2,,noun,
transitive,B2,,adjective,
translate,B1,LANGUAGE,verb,communication
translation,B1,,noun,communication
transmission,C2,BROADCAST | SPREADING,noun,arts and media
transmit,C2,SPREAD,None | verb,body and health | None
transparent,B2,,adjective,describing things
transplant,C2,,noun,body and health
transport,B2,,None | verb,None | people: actions | travel
transportation,B1,TRAVEL METHOD,None | noun,None | travel
trap,B2,CATCHING ANIMALS | DANGEROUS SITUATION,noun,animals
trapped,B2,,,
trash,B1,,noun,
trauma,C2,,noun,
traumatic,C2,,adjective,
travel,A1,MAKE JOURNEY,noun | verb,people: actions | travel
traveler,B1,,noun,travel
travels,C1,,,
tray,B2,,noun,food and drink
treasure,C2,VALUABLE OBJECT,None | noun | verb,None
treat,B2,CONSIDER | DEAL WITH | MEDICAL | SPECIAL,noun | verb,body and health
treatment,B2,DEALING WITH | MEDICAL,noun,body and health
treaty,C2,,noun,
tree,A1,,noun,natural world
trek,C1,,noun,people: actions | travel
trekking,B2,,noun,travel
tremble,B2,,verb,people: actions | people: personality
tremendous,B2,GOOD | LARGE,adjective,describing things
tremendously,B2,,adverb,communication
trend,B1,,noun,
trial,B2,IN COURT,noun,crime
triangle,B2,,noun,describing things
tribal,C2,,adjective,
tribe,B2,,noun,relationships
tribute,C2,,noun,communication
trick,B1,DECEIVE | MAGIC,noun | verb,
tricky,B2,,adjective,
trigger,C1,,verb,
trilogy,C2,,noun,arts and media
trio,C2,,noun,arts and media
trip,A2,,noun | verb,people: actions | travel
triumph,C1,SUCCESS,noun,people: personality | shopping
trivial,B2,,adjective,describing things
troops,C2,,noun,
trophy,B2,,noun,shopping
tropical,B2,,adjective,natural world
trouble,B1,DIFFICULTIES | PUNISHMENT,noun,
troubled,C1,,adjective,
troublesome,C2,,adjective,describing things
trousers,C1,,noun,clothes
truck,B1,,noun,travel
trudge,None,None,,None
true,A2,NOT FALSE,adjective,people: personality
truly,B2,VERY,adverb,communication
trumpet,B1,,noun,arts and media
trunk,B1,CAR,noun,natural world | travel
trust,B1,BELIEVE,noun | verb,people: personality
trustworthy,C1,,adjective,people: personality
truth,B2,BEING TRUE,noun,
try,A2,ATTEMPT,noun | verb,crime | people: actions
tube,B1,CONTAINER,noun,
tuesday,A1,,noun,
tuition,C1,,noun,
tuna,B1,,noun,food and drink
tune,C1,MUSICAL NOTES,noun,arts and media
tunnel,B1,,noun,travel
turbulent,C2,,adjective,
turkey,B1,,noun,animals | food and drink
turmoil,C2,,noun,
turn,A2,CHANGE DIRECTION,noun | verb,people: actions | travel
turns,B2,,,people: actions
tutor,B2,,noun,education | work
tv,A1,,noun,arts and media | technology
twelve,A1,,number,
twenties,None,None,,None
twenty,A1,NUMBER,number,
twice,A2,,adverb,
twin,B1,,noun,relationships
twist,C1,INJURE,noun | verb,body and health | people: actions
twisted,B2,BENT,adjective,describing things
two,A1,NUMBER,number,
two-star,None,None,None,None
type,A2,SIMILAR,noun | verb,communication | people: actions | people: personality
typical,B1,,adjective,
typically,B1,USUALLY,adverb,
ultimate,B2,MOST,adjective,
ultimately,C1,FINALLY,adverb,
umbrella,A2,,noun,clothes
unable,B1,,,people: personality
unacceptable,B2,,adjective,describing things
unaffected,C2,,adjective,
unaffordable,C1,,adjective,money
unanimous,C2,,adjective,
unanimously,C2,,adverb,
unattainable,C2,,adjective,
unattractive,B2,NOT BEAUTIFUL,adjective,
unavailable,B2,IMPOSSIBLE TO GET,adjective,shopping
unavoidable,C1,,adjective,
unavoidably,C2,,adverb,
unaware,B2,,adjective,people: personality
unbalanced,C2,MENTALLY ILL | NOT FAIR,adjective,body and health
unbearable,B2,,adjective,
unbelievable,B1,SURPRISING,adjective,people: personality
unbiased,C2,,adjective,
uncertain,B2,NOT KNOWN | NOT SURE,adjective,people: personality
uncertainty,C1,,noun,
unchanged,B2,,adjective,
uncle,A2,,noun,relationships
unclear,B2,DIFFICULT TO UNDERSTAND,adjective,
uncomfortable,B1,,adjective,people: personality
uncomfortably,C1,,adverb,
uncommon,C1,,adjective,
unconditional,C2,,adjective,
unconscious,B2,,adjective,body and health
unconsciously,C2,,adverb,
unconventional,C1,,adjective,people: personality
uncountable,B1,,,
uncover,C1,,verb,
undeniable,C1,,adjective,
undeniably,C2,,adverb,
under,A1,LOWER POSITION,preposition,describing things
underdeveloped,C2,,adjective,
underestimate,B2,NOT KNOW SIZE,verb,
undergo,C1,,verb,
